# Forces       
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         forces(pressure viscous porous) moment(pressure viscous porous)
5.00000000e-02	((6.45217398e+01 -3.18426839e-06 -4.42246850e-20) (2.09577337e+00 -9.23355808e-09 -2.26907861e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.27394877e-21 -2.77120240e-19 -8.66117074e-14) (-2.07106987e-19 4.03691396e-22 -3.62111898e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1.00000000e-01	((-2.81955729e+01 7.98175142e-06 3.35643006e-20) (1.62546443e+00 4.04558928e-08 5.35677160e-22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.11190525e-20 1.20590332e-19 4.35450287e-14) (-1.61719673e-19 -4.18194556e-22 -2.94653899e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1.50000000e-01	((1.72496298e+00 -4.71125522e-06 1.11653590e-20) (1.30536944e+00 2.25103701e-08 1.22525032e-22) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.67081392e-20 -7.30180250e-21 -2.35548309e-14) (-1.04011364e-19 -1.24703923e-22 -6.86535901e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
2.00000000e-01	((1.33551622e+00 1.32450612e-06 1.22166495e-20) (1.09240716e+00 2.19427407e-08 3.80199333e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.95226703e-20 -5.54378470e-21 -4.91205926e-14) (-4.63428331e-20 -6.72667786e-23 -5.32176501e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
2.50000000e-01	((1.32383100e+00 -3.73588162e-07 1.19942322e-20) (9.45745592e-01 1.74574902e-08 2.48459392e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.17026418e-20 -5.37550625e-21 4.09733960e-14) (-3.15600958e-20 -5.03520322e-23 -4.57475176e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.00000000e-01	((1.27946379e+00 -2.97262753e-08 1.18229648e-20) (8.40263071e-01 1.41736104e-08 1.56685032e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.76808689e-21 -5.17624563e-21 -1.06227736e-15) (-2.40617268e-20 -3.32389459e-23 -3.69001816e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.50000000e-01	((1.22498165e+00 9.22689194e-08 1.17293980e-20) (7.61462088e-01 1.27371778e-08 1.19967856e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.34809395e-21 -4.96226415e-21 3.57585191e-14) (-2.05036682e-20 -2.32730832e-23 -2.87357596e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.00000000e-01	((1.17832284e+00 -1.02460961e-07 1.16805342e-20) (7.00587726e-01 1.04817374e-08 3.09929577e-24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.97959704e-21 -4.81417868e-21 -1.99172954e-14) (-1.94998154e-20 -1.00434915e-23 -2.36486113e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.50000000e-01	((1.14084856e+00 -3.38922853e-08 1.16130984e-20) (6.52271190e-01 8.83779136e-09 -1.39122848e-24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.26890781e-20 -4.69376849e-21 -8.90620246e-15) (-1.97530113e-20 -2.72308126e-24 -1.96939366e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.00000000e-01	((1.11060924e+00 4.78858970e-08 1.15398404e-20) (6.13129581e-01 8.23993385e-09 -5.59555445e-24) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.61948064e-20 -4.59741368e-21 -1.53225677e-14) (-2.00441276e-20 3.26062687e-24 -1.70803966e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
