# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 1.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          	Cm	Cd	Cl	Cl(f)	Cl(r)
5.00000000e-02	-3.62120559e-09	6.66175132e+01	-3.19350195e-06	-1.60037218e-06	-1.59312977e-06
1.00000000e-01	-2.94649544e-09	-2.65701085e+01	8.02220731e-06	4.00815716e-06	4.01405015e-06
1.50000000e-01	-6.86538257e-09	3.03033242e+00	-4.68874485e-06	-2.35123781e-06	-2.33750704e-06
2.00000000e-01	-5.32181414e-09	2.42792337e+00	1.34644886e-06	6.67902617e-07	6.78546245e-07
2.50000000e-01	-4.57471079e-09	2.26957659e+00	-3.56130672e-07	-1.82640047e-07	-1.73490625e-07
3.00000000e-01	-3.69001922e-09	2.11972686e+00	-1.55526649e-08	-1.14663517e-08	-4.08631324e-09
3.50000000e-01	-2.87354021e-09	1.98644374e+00	1.05006097e-07	4.96295084e-08	5.53765888e-08
4.00000000e-01	-2.36488105e-09	1.87891057e+00	-9.19792236e-08	-4.83544928e-08	-4.36247307e-08
4.50000000e-01	-1.96940256e-09	1.79311975e+00	-2.50544940e-08	-1.44966496e-08	-1.05578444e-08
5.00000000e-01	-1.70805499e-09	1.72373882e+00	5.61258308e-08	2.63548604e-08	2.97709704e-08
5.50000000e-01	-1.41506263e-09	1.66806635e+00	-8.09654735e-08	-4.18977994e-08	-3.90676741e-08
6.00000000e-01	-1.15608707e-09	1.62384831e+00	-2.85014539e-08	-1.54068140e-08	-1.30946399e-08
6.50000000e-01	-9.89680667e-10	1.58872766e+00	-3.74881722e-08	-1.97337668e-08	-1.77544054e-08
7.00000000e-01	-9.70013912e-10	1.55954412e+00	-1.42292528e-08	-8.08464030e-09	-6.14461247e-09
7.50000000e-01	-9.53181158e-10	1.53643130e+00	-9.13486970e-08	-4.66275297e-08	-4.47211673e-08
8.00000000e-01	-9.64699844e-10	1.51711683e+00	-9.26071577e-08	-4.72682787e-08	-4.53388790e-08
8.50000000e-01	-9.92726473e-10	1.50175080e+00	-7.84605559e-08	-4.02230044e-08	-3.82375515e-08
9.00000000e-01	-1.05065516e-09	1.48882614e+00	-1.13221612e-07	-5.76614612e-08	-5.55601509e-08
9.50000000e-01	-1.11538072e-09	1.47873294e+00	-1.10683313e-07	-5.64570372e-08	-5.42262758e-08
1.00000000e+00	-1.20391127e-09	1.46962652e+00	-1.60920197e-07	-8.16640097e-08	-7.92561872e-08
1.05000000e+00	-1.30321959e-09	1.46305180e+00	-1.60834763e-07	-8.17206013e-08	-7.91141622e-08
1.10000000e+00	-1.40350089e-09	1.45776907e+00	-6.03868846e-08	-3.15969432e-08	-2.87899414e-08
1.15000000e+00	-1.49215041e-09	1.45315053e+00	-1.77248177e-07	-9.01162387e-08	-8.71319379e-08
1.20000000e+00	-1.45211390e-09	1.44986129e+00	-6.26108311e-08	-3.27575295e-08	-2.98533017e-08
1.25000000e+00	-1.38574386e-09	1.44731998e+00	-6.98613287e-08	-3.63164082e-08	-3.35449205e-08
1.30000000e+00	-1.31392698e-09	1.44567266e+00	-6.57829279e-08	-3.42053909e-08	-3.15775370e-08
1.35000000e+00	-1.24558107e-09	1.44440717e+00	-6.92184696e-08	-3.58548159e-08	-3.33636537e-08
1.40000000e+00	-1.18247336e-09	1.44388414e+00	-7.12931067e-08	-3.68290267e-08	-3.44640800e-08
1.45000000e+00	-1.12900145e-09	1.44327767e+00	-7.54005992e-08	-3.88293011e-08	-3.65712981e-08
1.50000000e+00	-1.08138232e-09	1.44356590e+00	-7.63481235e-08	-3.92554441e-08	-3.70926794e-08
1.55000000e+00	-1.03441685e-09	1.44348556e+00	-7.66385340e-08	-3.93536838e-08	-3.72848501e-08
1.60000000e+00	-9.90966435e-10	1.44407750e+00	-8.19080285e-08	-4.19449807e-08	-3.99630478e-08
1.65000000e+00	-9.48098338e-10	1.44530284e+00	-8.56717903e-08	-4.37839935e-08	-4.18877968e-08
1.70000000e+00	-9.06115803e-10	1.44531650e+00	-9.10497953e-08	-4.64310135e-08	-4.46187819e-08
