# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
6.24500000e+01	p              	-4.88341357e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60729622e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.24500000e+01	U              	(-4.06542280e-02 -2.69630600e-02 -8.43962735e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18108332e+00 3.82924759e-01 4.85854768e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.25000000e+01	p              	-4.88298385e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60737208e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.25000000e+01	U              	(-4.06535961e-02 -2.69624879e-02 -8.43906524e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18106220e+00 3.82925671e-01 4.85832735e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.25500000e+01	p              	-4.88257240e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60743197e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.25500000e+01	U              	(-4.06529647e-02 -2.69619163e-02 -8.43848904e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18104111e+00 3.82926581e-01 4.85810809e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.26000000e+01	p              	-4.88215839e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60749342e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.26000000e+01	U              	(-4.06523405e-02 -2.69613497e-02 -8.43792918e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18102005e+00 3.82927488e-01 4.85788840e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.26500000e+01	p              	-4.88174537e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60755268e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.26500000e+01	U              	(-4.06517435e-02 -2.69608019e-02 -8.43740299e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18099901e+00 3.82928398e-01 4.85766728e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.27000000e+01	p              	-4.88133554e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60761178e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.27000000e+01	U              	(-4.06511538e-02 -2.69602596e-02 -8.43683747e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18097800e+00 3.82929307e-01 4.85744837e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.27500000e+01	p              	-4.88092569e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60767120e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.27500000e+01	U              	(-4.06505648e-02 -2.69597183e-02 -8.43627213e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18095701e+00 3.82930215e-01 4.85722970e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.28000000e+01	p              	-4.88051434e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60773204e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.28000000e+01	U              	(-4.06499781e-02 -2.69591790e-02 -8.43571315e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18093605e+00 3.82931122e-01 4.85701100e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.28500000e+01	p              	-4.88009814e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60779502e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.28500000e+01	U              	(-4.06494128e-02 -2.69586543e-02 -8.43518722e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18091511e+00 3.82932030e-01 4.85679071e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.29000000e+01	p              	-4.87972026e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60783265e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.29000000e+01	U              	(-4.06487731e-02 -2.69580781e-02 -8.43448803e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18089422e+00 3.82932930e-01 4.85657826e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.29500000e+01	p              	-4.87932066e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60788693e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.29500000e+01	U              	(-4.06480937e-02 -2.69574739e-02 -8.43388422e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18087339e+00 3.82933825e-01 4.85636267e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.30000000e+01	p              	-4.87891525e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60794544e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.30000000e+01	U              	(-4.06474134e-02 -2.69568683e-02 -8.43332528e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18085258e+00 3.82934715e-01 4.85614677e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.30500000e+01	p              	-4.87851036e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60800358e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.30500000e+01	U              	(-4.06467410e-02 -2.69562682e-02 -8.43276428e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18083182e+00 3.82935604e-01 4.85593018e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.31000000e+01	p              	-4.87810618e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60806195e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.31000000e+01	U              	(-4.06460802e-02 -2.69556761e-02 -8.43220791e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18081108e+00 3.82936490e-01 4.85571506e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.31500000e+01	p              	-4.87770372e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60811911e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.31500000e+01	U              	(-4.06454254e-02 -2.69550887e-02 -8.43164411e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18079037e+00 3.82937375e-01 4.85549937e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.32000000e+01	p              	-4.87730077e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60817728e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.32000000e+01	U              	(-4.06447779e-02 -2.69545066e-02 -8.43108725e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18076970e+00 3.82938257e-01 4.85528474e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.32500000e+01	p              	-4.87689982e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60823415e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.32500000e+01	U              	(-4.06441352e-02 -2.69539284e-02 -8.43052841e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18074905e+00 3.82939137e-01 4.85507018e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.33000000e+01	p              	-4.87649847e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60829174e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.33000000e+01	U              	(-4.06434971e-02 -2.69533537e-02 -8.42997207e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18072844e+00 3.82940015e-01 4.85485596e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.33500000e+01	p              	-4.87609692e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60834984e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.33500000e+01	U              	(-4.06428636e-02 -2.69527827e-02 -8.42941794e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18070786e+00 3.82940891e-01 4.85464200e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.34000000e+01	p              	-4.87569423e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60840903e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.34000000e+01	U              	(-4.06422362e-02 -2.69522161e-02 -8.42886762e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18068731e+00 3.82941764e-01 4.85442820e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.34500000e+01	p              	-4.87530168e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60846139e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.34500000e+01	U              	(-4.06416062e-02 -2.69516484e-02 -8.42830375e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18066679e+00 3.82942636e-01 4.85421553e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.35000000e+01	p              	-4.87490257e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60851854e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.35000000e+01	U              	(-4.06409787e-02 -2.69510828e-02 -8.42775323e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18064630e+00 3.82943505e-01 4.85400256e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.35500000e+01	p              	-4.87453944e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60855069e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.35500000e+01	U              	(-4.06402701e-02 -2.69504612e-02 -8.42705476e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18062588e+00 3.82944364e-01 4.85379620e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.36000000e+01	p              	-4.87413036e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60861642e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.36000000e+01	U              	(-4.06395838e-02 -2.69498545e-02 -8.42656585e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18060549e+00 3.82945223e-01 4.85358227e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.36500000e+01	p              	-4.87372639e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60867974e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.36500000e+01	U              	(-4.06389239e-02 -2.69492663e-02 -8.42603821e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18058513e+00 3.82946080e-01 4.85337034e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.37000000e+01	p              	-4.87333110e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60873637e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.37000000e+01	U              	(-4.06382749e-02 -2.69486861e-02 -8.42548759e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18056479e+00 3.82946935e-01 4.85315948e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.37500000e+01	p              	-4.87293522e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60879375e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.37500000e+01	U              	(-4.06376349e-02 -2.69481126e-02 -8.42494456e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18054449e+00 3.82947787e-01 4.85294871e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.38000000e+01	p              	-4.87253955e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60885129e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.38000000e+01	U              	(-4.06370034e-02 -2.69475457e-02 -8.42440458e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18052422e+00 3.82948638e-01 4.85273819e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.38500000e+01	p              	-4.87214474e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60890856e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.38500000e+01	U              	(-4.06363790e-02 -2.69469842e-02 -8.42386434e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18050397e+00 3.82949487e-01 4.85252802e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.39000000e+01	p              	-4.87175066e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60896564e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.39000000e+01	U              	(-4.06357601e-02 -2.69464272e-02 -8.42332426e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18048376e+00 3.82950335e-01 4.85231817e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.39500000e+01	p              	-4.87135718e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60902262e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.39500000e+01	U              	(-4.06351457e-02 -2.69458738e-02 -8.42278481e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18046358e+00 3.82951180e-01 4.85210865e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.40000000e+01	p              	-4.87096428e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60907953e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.40000000e+01	U              	(-4.06345352e-02 -2.69453236e-02 -8.42224599e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18044342e+00 3.82952024e-01 4.85189943e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.40500000e+01	p              	-4.87057195e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60913637e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.40500000e+01	U              	(-4.06339280e-02 -2.69447761e-02 -8.42170777e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18042330e+00 3.82952866e-01 4.85169053e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.41000000e+01	p              	-4.87018021e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60919313e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.41000000e+01	U              	(-4.06333237e-02 -2.69442310e-02 -8.42117012e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18040321e+00 3.82953706e-01 4.85148195e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.41500000e+01	p              	-4.86978906e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60924982e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.41500000e+01	U              	(-4.06327218e-02 -2.69436880e-02 -8.42063302e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18038314e+00 3.82954544e-01 4.85127368e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.42000000e+01	p              	-4.86939848e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60930642e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.42000000e+01	U              	(-4.06321221e-02 -2.69431468e-02 -8.42009648e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18036311e+00 3.82955381e-01 4.85106572e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.42500000e+01	p              	-4.86900850e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60936295e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.42500000e+01	U              	(-4.06315243e-02 -2.69426072e-02 -8.41956047e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18034311e+00 3.82956216e-01 4.85085808e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.43000000e+01	p              	-4.86861913e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60941938e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.43000000e+01	U              	(-4.06309281e-02 -2.69420690e-02 -8.41902497e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18032313e+00 3.82957050e-01 4.85065076e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.43500000e+01	p              	-4.86823039e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60947570e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.43500000e+01	U              	(-4.06303332e-02 -2.69415320e-02 -8.41848993e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18030319e+00 3.82957881e-01 4.85044376e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.44000000e+01	p              	-4.86784231e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60953189e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.44000000e+01	U              	(-4.06297395e-02 -2.69409960e-02 -8.41795525e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18028327e+00 3.82958712e-01 4.85023709e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.44500000e+01	p              	-4.86745496e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60958792e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.44500000e+01	U              	(-4.06291464e-02 -2.69404606e-02 -8.41742070e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18026339e+00 3.82959540e-01 4.85003077e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.45000000e+01	p              	-4.86706853e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60964367e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.45000000e+01	U              	(-4.06285532e-02 -2.69399254e-02 -8.41688566e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18024354e+00 3.82960367e-01 4.84982483e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.45500000e+01	p              	-4.86668353e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60969889e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.45500000e+01	U              	(-4.06279578e-02 -2.69393890e-02 -8.41634790e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18022371e+00 3.82961192e-01 4.84961942e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.46000000e+01	p              	-4.86629998e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60975352e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.46000000e+01	U              	(-4.06273583e-02 -2.69388500e-02 -8.41580822e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18020393e+00 3.82962015e-01 4.84941452e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.46500000e+01	p              	-4.86590817e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60981250e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.46500000e+01	U              	(-4.06267813e-02 -2.69383263e-02 -8.41531536e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18018416e+00 3.82962839e-01 4.84920741e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.47000000e+01	p              	-4.86551880e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60986994e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.47000000e+01	U              	(-4.06262290e-02 -2.69378196e-02 -8.41481802e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18016440e+00 3.82963663e-01 4.84900083e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.47500000e+01	p              	-4.86512990e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60993093e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.47500000e+01	U              	(-4.06256616e-02 -2.69373023e-02 -8.41425437e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18014468e+00 3.82964485e-01 4.84879706e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.48000000e+01	p              	-4.86474694e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.60998675e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.48000000e+01	U              	(-4.06250806e-02 -2.69367755e-02 -8.41371070e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18012499e+00 3.82965304e-01 4.84859335e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.48500000e+01	p              	-4.86436029e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61004585e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.48500000e+01	U              	(-4.06244867e-02 -2.69362394e-02 -8.41316570e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18010532e+00 3.82966120e-01 4.84838972e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.49000000e+01	p              	-4.86397496e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61010417e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.49000000e+01	U              	(-4.06238837e-02 -2.69356967e-02 -8.41262485e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18008569e+00 3.82966933e-01 4.84818645e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.49500000e+01	p              	-4.86359395e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61015850e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.49500000e+01	U              	(-4.06232841e-02 -2.69351563e-02 -8.41210385e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18006609e+00 3.82967744e-01 4.84798301e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.50000000e+01	p              	-4.86321155e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61021422e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.50000000e+01	U              	(-4.06226915e-02 -2.69346210e-02 -8.41158408e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18004652e+00 3.82968554e-01 4.84777977e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.50500000e+01	p              	-4.86283385e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61026698e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.50500000e+01	U              	(-4.06221014e-02 -2.69340877e-02 -8.41105678e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18002697e+00 3.82969363e-01 4.84757719e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.51000000e+01	p              	-4.86245348e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61032216e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.51000000e+01	U              	(-4.06215131e-02 -2.69335561e-02 -8.41053211e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.18000746e+00 3.82970170e-01 4.84737478e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.51500000e+01	p              	-4.86207309e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61037781e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.51500000e+01	U              	(-4.06209263e-02 -2.69330258e-02 -8.41000789e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.17998797e+00 3.82970976e-01 4.84717267e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.52000000e+01	p              	-4.86169314e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61043347e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.52000000e+01	U              	(-4.06203408e-02 -2.69324966e-02 -8.40948440e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.17996852e+00 3.82971780e-01 4.84697088e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.52500000e+01	p              	-4.86131375e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61048906e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.52500000e+01	U              	(-4.06197562e-02 -2.69319682e-02 -8.40896157e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.17994909e+00 3.82972583e-01 4.84676939e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.53000000e+01	p              	-4.86093494e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61054457e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.53000000e+01	U              	(-4.06191726e-02 -2.69314405e-02 -8.40843944e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.17992969e+00 3.82973384e-01 4.84656820e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.53500000e+01	p              	-4.86055669e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61060000e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.53500000e+01	U              	(-4.06185897e-02 -2.69309135e-02 -8.40791801e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.17991032e+00 3.82974183e-01 4.84636732e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.54000000e+01	p              	-4.86017898e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61065537e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.54000000e+01	U              	(-4.06180076e-02 -2.69303871e-02 -8.40739731e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.17989097e+00 3.82974981e-01 4.84616675e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.54500000e+01	p              	-4.85980182e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61071068e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
6.54500000e+01	U              	(-4.06174261e-02 -2.69298612e-02 -8.40687734e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.17987166e+00 3.82975777e-01 4.84596648e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
6.55000000e+01	p              	-4.85942518e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.61076594e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
