# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
2.24850000e+02	p              	-4.56327212e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66595105e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.24850000e+02	U              	(-4.01293624e-02 -2.65019011e-02 -8.03200596e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16532146e+00 3.83393956e-01 4.69828449e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.24900000e+02	p              	-4.56322627e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66595405e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.24900000e+02	U              	(-4.01292944e-02 -2.65018497e-02 -8.03202777e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16531929e+00 3.83394099e-01 4.69825760e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.24950000e+02	p              	-4.56317415e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.66595780e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.24950000e+02	U              	(-4.01292319e-02 -2.65018014e-02 -8.03205440e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16531710e+00 3.83394233e-01 4.69823084e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25000000e+02	p              	-4.56313159e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66595926e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25000000e+02	U              	(-4.01291747e-02 -2.65017563e-02 -8.03208038e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16531489e+00 3.83394359e-01 4.69820390e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25050000e+02	p              	-4.56316039e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66596108e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25050000e+02	U              	(-4.01291232e-02 -2.65017145e-02 -8.03210741e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16531266e+00 3.83394475e-01 4.69817679e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25100000e+02	p              	-4.56318681e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66596295e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25100000e+02	U              	(-4.01290746e-02 -2.65016738e-02 -8.03213024e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16531041e+00 3.83394585e-01 4.69814920e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25150000e+02	p              	-4.56321298e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66596629e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25150000e+02	U              	(-4.01290303e-02 -2.65016351e-02 -8.03215706e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16530815e+00 3.83394688e-01 4.69812196e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25200000e+02	p              	-4.56324062e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66596887e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25200000e+02	U              	(-4.01289907e-02 -2.65015987e-02 -8.03218458e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16530587e+00 3.83394783e-01 4.69809454e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25250000e+02	p              	-4.56326986e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66597063e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25250000e+02	U              	(-4.01289559e-02 -2.65015647e-02 -8.03221264e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16530357e+00 3.83394870e-01 4.69806711e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25300000e+02	p              	-4.56329884e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66597252e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25300000e+02	U              	(-4.01289255e-02 -2.65015330e-02 -8.03224059e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16530125e+00 3.83394948e-01 4.69803972e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25350000e+02	p              	-4.56332815e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66597465e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25350000e+02	U              	(-4.01288989e-02 -2.65015030e-02 -8.03226800e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16529893e+00 3.83395018e-01 4.69801240e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25400000e+02	p              	-4.56335704e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66597665e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25400000e+02	U              	(-4.01288772e-02 -2.65014755e-02 -8.03229814e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16529658e+00 3.83395079e-01 4.69798494e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25450000e+02	p              	-4.56338568e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66597900e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25450000e+02	U              	(-4.01288603e-02 -2.65014503e-02 -8.03232814e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16529423e+00 3.83395132e-01 4.69795737e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25500000e+02	p              	-4.56341453e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66598126e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
2.25500000e+02	U              	(-4.01288485e-02 -2.65014277e-02 -8.03235923e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16529185e+00 3.83395177e-01 4.69792984e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25550000e+02	p              	-4.56344354e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66598346e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.25550000e+02	U              	(-4.01288418e-02 -2.65014077e-02 -8.03239059e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16528947e+00 3.83395213e-01 4.69790230e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25600000e+02	p              	-4.56347267e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66598696e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.25600000e+02	U              	(-4.01288401e-02 -2.65013902e-02 -8.03242273e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16528707e+00 3.83395241e-01 4.69787477e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25650000e+02	p              	-4.56350176e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66599033e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.25650000e+02	U              	(-4.01288434e-02 -2.65013750e-02 -8.03245493e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16528466e+00 3.83395260e-01 4.69784722e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25700000e+02	p              	-4.56353180e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66599392e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.25700000e+02	U              	(-4.01288505e-02 -2.65013616e-02 -8.03248592e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16528224e+00 3.83395270e-01 4.69782001e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25750000e+02	p              	-4.56356004e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66599716e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.25750000e+02	U              	(-4.01288650e-02 -2.65013521e-02 -8.03252366e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16527981e+00 3.83395271e-01 4.69779257e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25800000e+02	p              	-4.56359023e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66600068e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.25800000e+02	U              	(-4.01288808e-02 -2.65013429e-02 -8.03255073e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16527737e+00 3.83395264e-01 4.69776479e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25850000e+02	p              	-4.56362009e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66600434e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.25850000e+02	U              	(-4.01289030e-02 -2.65013372e-02 -8.03258908e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16527492e+00 3.83395248e-01 4.69773739e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25900000e+02	p              	-4.56364862e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66600854e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.25900000e+02	U              	(-4.01289288e-02 -2.65013331e-02 -8.03262063e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16527246e+00 3.83395221e-01 4.69771151e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.25950000e+02	p              	-4.56367828e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66601178e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.25950000e+02	U              	(-4.01289613e-02 -2.65013325e-02 -8.03265921e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16526998e+00 3.83395190e-01 4.69768131e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26000000e+02	p              	-4.56370724e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66601479e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26000000e+02	U              	(-4.01289978e-02 -2.65013337e-02 -8.03269225e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16526751e+00 3.83395144e-01 4.69765736e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26050000e+02	p              	-4.56373694e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66601855e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26050000e+02	U              	(-4.01290407e-02 -2.65013383e-02 -8.03273120e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16526502e+00 3.83395096e-01 4.69762675e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26100000e+02	p              	-4.56376526e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66602203e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26100000e+02	U              	(-4.01290879e-02 -2.65013450e-02 -8.03276613e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16526253e+00 3.83395033e-01 4.69760307e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26150000e+02	p              	-4.56379512e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66602544e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26150000e+02	U              	(-4.01291412e-02 -2.65013547e-02 -8.03280509e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16526003e+00 3.83394967e-01 4.69757260e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26200000e+02	p              	-4.56382329e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66602890e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26200000e+02	U              	(-4.01291990e-02 -2.65013667e-02 -8.03284136e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16525752e+00 3.83394887e-01 4.69754910e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26250000e+02	p              	-4.56385268e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66603239e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26250000e+02	U              	(-4.01292627e-02 -2.65013816e-02 -8.03288093e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16525501e+00 3.83394803e-01 4.69751885e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26300000e+02	p              	-4.56387944e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66603574e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26300000e+02	U              	(-4.01293312e-02 -2.65013988e-02 -8.03291830e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16525250e+00 3.83394705e-01 4.69749557e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26350000e+02	p              	-4.56391150e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66603947e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26350000e+02	U              	(-4.01294049e-02 -2.65014191e-02 -8.03295811e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16524999e+00 3.83394600e-01 4.69746712e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26400000e+02	p              	-4.56394089e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66604300e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26400000e+02	U              	(-4.01294847e-02 -2.65014429e-02 -8.03299892e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16524746e+00 3.83394485e-01 4.69744112e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26450000e+02	p              	-4.56396838e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66604550e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26450000e+02	U              	(-4.01295678e-02 -2.65014679e-02 -8.03303453e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16524494e+00 3.83394363e-01 4.69741439e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26500000e+02	p              	-4.56399465e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66605080e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26500000e+02	U              	(-4.01296546e-02 -2.65014943e-02 -8.03307265e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16524241e+00 3.83394234e-01 4.69738679e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26550000e+02	p              	-4.56402247e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66605396e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26550000e+02	U              	(-4.01297476e-02 -2.65015242e-02 -8.03311525e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16523989e+00 3.83394091e-01 4.69736341e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26600000e+02	p              	-4.56405139e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66605661e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26600000e+02	U              	(-4.01298456e-02 -2.65015564e-02 -8.03315473e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16523736e+00 3.83393942e-01 4.69733590e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26650000e+02	p              	-4.56407928e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66606010e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26650000e+02	U              	(-4.01299492e-02 -2.65015917e-02 -8.03319637e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16523484e+00 3.83393784e-01 4.69731046e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26700000e+02	p              	-4.56410591e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66606389e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26700000e+02	U              	(-4.01300579e-02 -2.65016294e-02 -8.03323703e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16523231e+00 3.83393618e-01 4.69728483e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26750000e+02	p              	-4.56413177e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66606779e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26750000e+02	U              	(-4.01301716e-02 -2.65016696e-02 -8.03327818e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16522980e+00 3.83393443e-01 4.69725943e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26800000e+02	p              	-4.56416082e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66607185e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26800000e+02	U              	(-4.01302904e-02 -2.65017127e-02 -8.03331997e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16522728e+00 3.83393258e-01 4.69723427e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26850000e+02	p              	-4.56418848e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66607562e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26850000e+02	U              	(-4.01304146e-02 -2.65017590e-02 -8.03336264e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16522476e+00 3.83393064e-01 4.69720914e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26900000e+02	p              	-4.56421494e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66607959e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26900000e+02	U              	(-4.01305439e-02 -2.65018078e-02 -8.03340419e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16522224e+00 3.83392861e-01 4.69718430e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.26950000e+02	p              	-4.56424086e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66608381e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.26950000e+02	U              	(-4.01306780e-02 -2.65018592e-02 -8.03344635e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16521973e+00 3.83392649e-01 4.69715965e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27000000e+02	p              	-4.56426664e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66608800e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27000000e+02	U              	(-4.01308173e-02 -2.65019132e-02 -8.03348886e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16521723e+00 3.83392428e-01 4.69713524e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27050000e+02	p              	-4.56429242e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66609218e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27050000e+02	U              	(-4.01309620e-02 -2.65019701e-02 -8.03353216e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16521473e+00 3.83392198e-01 4.69711110e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27100000e+02	p              	-4.56431757e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66609604e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27100000e+02	U              	(-4.01311116e-02 -2.65020294e-02 -8.03357447e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16521223e+00 3.83391959e-01 4.69708708e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27150000e+02	p              	-4.56434062e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66609960e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27150000e+02	U              	(-4.01312647e-02 -2.65020900e-02 -8.03361433e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16520975e+00 3.83391714e-01 4.69706315e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27200000e+02	p              	-4.56436301e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66610517e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27200000e+02	U              	(-4.01314216e-02 -2.65021524e-02 -8.03365621e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16520728e+00 3.83391460e-01 4.69703969e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27250000e+02	p              	-4.56439031e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66610898e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27250000e+02	U              	(-4.01315843e-02 -2.65022182e-02 -8.03370159e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16520481e+00 3.83391197e-01 4.69701649e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27300000e+02	p              	-4.56441653e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66611280e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27300000e+02	U              	(-4.01317501e-02 -2.65022858e-02 -8.03374089e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16520235e+00 3.83390924e-01 4.69699334e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27350000e+02	p              	-4.56444052e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66611874e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27350000e+02	U              	(-4.01319192e-02 -2.65023554e-02 -8.03378217e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16519989e+00 3.83390641e-01 4.69697073e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27400000e+02	p              	-4.56446416e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66612218e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27400000e+02	U              	(-4.01320931e-02 -2.65024275e-02 -8.03382533e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16519745e+00 3.83390349e-01 4.69694818e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27450000e+02	p              	-4.56448691e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66612588e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27450000e+02	U              	(-4.01322727e-02 -2.65025024e-02 -8.03386934e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16519501e+00 3.83390049e-01 4.69692591e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27500000e+02	p              	-4.56450846e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66613043e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27500000e+02	U              	(-4.01324574e-02 -2.65025801e-02 -8.03391245e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16519259e+00 3.83389740e-01 4.69690398e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27550000e+02	p              	-4.56452984e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66613466e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27550000e+02	U              	(-4.01326472e-02 -2.65026602e-02 -8.03395555e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16519018e+00 3.83389423e-01 4.69688233e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27600000e+02	p              	-4.56454965e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66613838e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27600000e+02	U              	(-4.01328417e-02 -2.65027425e-02 -8.03399796e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16518779e+00 3.83389099e-01 4.69686098e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27650000e+02	p              	-4.56457307e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66614316e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27650000e+02	U              	(-4.01330418e-02 -2.65028283e-02 -8.03404331e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16518541e+00 3.83388766e-01 4.69684007e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27700000e+02	p              	-4.56459467e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66614786e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27700000e+02	U              	(-4.01332457e-02 -2.65029164e-02 -8.03408496e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16518304e+00 3.83388423e-01 4.69681932e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27750000e+02	p              	-4.56462652e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66615252e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27750000e+02	U              	(-4.01334496e-02 -2.65030052e-02 -8.03412077e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16518066e+00 3.83388067e-01 4.69679879e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27800000e+02	p              	-4.56464489e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66615779e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27800000e+02	U              	(-4.01336558e-02 -2.65030956e-02 -8.03416150e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16517830e+00 3.83387700e-01 4.69677827e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27850000e+02	p              	-4.56465845e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66616024e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
2.27850000e+02	U              	(-4.01338679e-02 -2.65031879e-02 -8.03420506e-20)	(5.74617736e-01 -8.60004273e-01 -1.32081388e-17)	(1.16517596e+00 3.83387327e-01 4.69675844e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
2.27900000e+02	p              	-4.56467369e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.66616596e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
