# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
239.4           	U               	(1.03934620e-03 1.41998215e-03 -5.92018349e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438797e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.45          	p               	-4.94836467e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
239.45          	U               	(1.03934603e-03 1.41998231e-03 -5.92018435e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438834e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.5           	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.5           	U               	(1.03934614e-03 1.41998221e-03 -5.92018370e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438808e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.55          	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.55          	U               	(1.03934622e-03 1.41998214e-03 -5.92018370e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438808e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.6           	p               	-4.94836467e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
239.6           	U               	(1.03934604e-03 1.41998231e-03 -5.92018435e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438834e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.65          	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.65          	U               	(1.03934617e-03 1.41998219e-03 -5.92018355e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438808e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.7           	p               	-4.94836459e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
239.7           	U               	(1.03934610e-03 1.41998225e-03 -5.92018408e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438823e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.75          	p               	-4.94836459e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
239.75          	U               	(1.03934603e-03 1.41998231e-03 -5.92018408e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438823e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.8           	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.8           	U               	(1.03934617e-03 1.41998218e-03 -5.92018356e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438808e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.85          	p               	-4.94836452e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.85          	U               	(1.03934612e-03 1.41998222e-03 -5.92018402e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438816e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.9           	p               	-4.94836458e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
239.9           	U               	(1.03934609e-03 1.41998225e-03 -5.92018397e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438825e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.95          	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077695e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.95          	U               	(1.03934611e-03 1.41998224e-03 -5.92018396e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438815e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240             	p               	-4.94836453e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240             	U               	(1.03934611e-03 1.41998224e-03 -5.92018390e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438819e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.05          	p               	-4.94836453e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240.05          	U               	(1.03934611e-03 1.41998224e-03 -5.92018390e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438819e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.1           	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240.1           	U               	(1.03934614e-03 1.41998221e-03 -5.92018383e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438812e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.15          	p               	-4.94836463e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.15          	U               	(1.03934605e-03 1.41998229e-03 -5.92018413e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438831e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.2           	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240.2           	U               	(1.03934620e-03 1.41998215e-03 -5.92018351e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438798e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.25          	p               	-4.94836469e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.25          	U               	(1.03934602e-03 1.41998232e-03 -5.92018436e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438835e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.3           	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240.3           	U               	(1.03934614e-03 1.41998221e-03 -5.92018370e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438807e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.35          	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240.35          	U               	(1.03934622e-03 1.41998214e-03 -5.92018370e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438807e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.4           	p               	-4.94836466e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.4           	U               	(1.03934604e-03 1.41998231e-03 -5.92018433e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438835e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.45          	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077700e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240.45          	U               	(1.03934618e-03 1.41998218e-03 -5.92018354e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438806e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.5           	p               	-4.94836458e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.5           	U               	(1.03934608e-03 1.41998227e-03 -5.92018417e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438821e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.55          	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.55          	U               	(1.03934613e-03 1.41998222e-03 -5.92018371e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438813e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.6           	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.6           	U               	(1.03934620e-03 1.41998215e-03 -5.92018371e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438813e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.65          	p               	-4.94836455e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.65          	U               	(1.03934610e-03 1.41998225e-03 -5.92018414e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438820e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.7           	p               	-4.94836455e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077700e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.7           	U               	(1.03934609e-03 1.41998226e-03 -5.92018391e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438822e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.75          	p               	-4.94836451e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240.75          	U               	(1.03934611e-03 1.41998224e-03 -5.92018396e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438817e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.8           	p               	-4.94836451e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240.8           	U               	(1.03934609e-03 1.41998226e-03 -5.92018396e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438817e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.85          	p               	-4.94836456e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077700e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.85          	U               	(1.03934609e-03 1.41998225e-03 -5.92018391e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438824e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.9           	p               	-4.94836450e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077695e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
240.9           	U               	(1.03934619e-03 1.41998216e-03 -5.92018364e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438801e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
240.95          	p               	-4.94836454e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
240.95          	U               	(1.03934613e-03 1.41998222e-03 -5.92018393e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438820e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241             	p               	-4.94836454e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
241             	U               	(1.03934610e-03 1.41998224e-03 -5.92018393e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438820e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.05          	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.05          	U               	(1.03934620e-03 1.41998216e-03 -5.92018366e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438802e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.1           	p               	-4.94836467e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
241.1           	U               	(1.03934603e-03 1.41998232e-03 -5.92018431e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438836e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.15          	p               	-4.94836450e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.15          	U               	(1.03934612e-03 1.41998223e-03 -5.92018378e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438811e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.2           	p               	-4.94836450e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.2           	U               	(1.03934617e-03 1.41998218e-03 -5.92018378e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438811e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.25          	p               	-4.94836466e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
241.25          	U               	(1.03934602e-03 1.41998232e-03 -5.92018429e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438834e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.3           	p               	-4.94836450e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.3           	U               	(1.03934619e-03 1.41998216e-03 -5.92018347e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438799e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.35          	p               	-4.94836462e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
241.35          	U               	(1.03934605e-03 1.41998230e-03 -5.92018428e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438827e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.4           	p               	-4.94836450e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.4           	U               	(1.03934615e-03 1.41998220e-03 -5.92018366e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438810e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.45          	p               	-4.94836450e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.45          	U               	(1.03934624e-03 1.41998212e-03 -5.92018366e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438810e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.5           	p               	-4.94836461e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
241.5           	U               	(1.03934607e-03 1.41998228e-03 -5.92018428e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438829e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.55          	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077701e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.55          	U               	(1.03934613e-03 1.41998222e-03 -5.92018373e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438815e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.6           	p               	-4.94836455e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
241.6           	U               	(1.03934610e-03 1.41998225e-03 -5.92018404e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438820e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.65          	p               	-4.94836455e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
241.65          	U               	(1.03934605e-03 1.41998229e-03 -5.92018404e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438820e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.7           	p               	-4.94836450e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077700e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
241.7           	U               	(1.03934612e-03 1.41998222e-03 -5.92018374e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438815e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.75          	p               	-4.94836450e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.75          	U               	(1.03934616e-03 1.41998219e-03 -5.92018382e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438806e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.8           	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.8           	U               	(1.03934613e-03 1.41998222e-03 -5.92018386e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438816e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.85          	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.85          	U               	(1.03934614e-03 1.41998221e-03 -5.92018386e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438816e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.9           	p               	-4.94836450e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077695e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
241.9           	U               	(1.03934617e-03 1.41998219e-03 -5.92018381e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438808e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
241.95          	p               	-4.94836464e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
241.95          	U               	(1.03934604e-03 1.41998230e-03 -5.92018420e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438833e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
