# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
5.00000000e-02	p              	-1.89248840e+01	(1.03340804e+00 -4.06193460e-02 2.61053336e-17)	2.21149509e+01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1.62400000e+02	p              	-4.31960556e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.55983426e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62400000e+02	U              	(-1.87534436e-01 -6.84191641e-02 -4.39962676e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.24613826e+00 2.55209146e-01 1.63523369e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62450000e+02	p              	-4.31894743e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56026664e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62450000e+02	U              	(-1.87296280e-01 -7.11232955e-02 -4.35571203e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.24426177e+00 2.47006026e-01 1.61936181e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62500000e+02	p              	-4.32005018e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56136990e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62500000e+02	U              	(-1.87054919e-01 -7.38198395e-02 -4.31737607e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.24218543e+00 2.38630744e-01 1.62658882e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62550000e+02	p              	-4.31743416e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56103585e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62550000e+02	U              	(-1.86808292e-01 -7.65068409e-02 -4.26954215e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.23990010e+00 2.30065002e-01 1.62048876e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62600000e+02	p              	-4.31552237e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56238061e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62600000e+02	U              	(-1.86557048e-01 -7.91711253e-02 -4.19705176e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.23739910e+00 2.21308685e-01 1.61660588e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62650000e+02	p              	-4.30961025e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56227522e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62650000e+02	U              	(-1.86303995e-01 -8.18168327e-02 -4.14531772e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.23463661e+00 2.12343419e-01 1.60216636e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62700000e+02	p              	-4.30468530e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56338024e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62700000e+02	U              	(-1.86049337e-01 -8.44446292e-02 -4.09053512e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.23162929e+00 2.03184403e-01 1.59350555e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62750000e+02	p              	-4.29099514e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56259768e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62750000e+02	U              	(-1.85791789e-01 -8.70569060e-02 -4.03804309e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.22838800e+00 1.93838972e-01 1.58374913e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62800000e+02	p              	-4.28604385e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56449324e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62800000e+02	U              	(-1.85534016e-01 -8.96492314e-02 -3.97799960e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.22492095e+00 1.84318925e-01 1.57534736e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62850000e+02	p              	-4.27638048e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56518824e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62850000e+02	U              	(-1.85276871e-01 -9.22191936e-02 -3.91545419e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.22123202e+00 1.74629752e-01 1.56523970e-19)	(1.63342228e+01 -2.62662208e+00 0.00000000e+00)
1.62900000e+02	p              	-4.26259024e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56408296e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62900000e+02	U              	(-1.85020878e-01 -9.47682635e-02 -3.85757076e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.20107719e+00 3.35966147e-01 5.29594160e-20)	(1.70623333e+01 -2.41493037e+00 0.00000000e+00)
1.62950000e+02	p              	-4.24901344e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56375310e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.62950000e+02	U              	(-1.84769802e-01 -9.72981971e-02 -3.80649815e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.20035166e+00 3.28273026e-01 5.30161005e-20)	(1.70623333e+01 -2.41493037e+00 0.00000000e+00)
1.63000000e+02	p              	-4.23633444e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56438133e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63000000e+02	U              	(-1.84514768e-01 -9.98052886e-02 -3.73270586e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.20207299e+00 3.95334551e-01 2.08851801e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.63050000e+02	p              	-4.22691647e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56588111e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63050000e+02	U              	(-1.84256938e-01 -1.02286026e-01 -3.65910519e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.30191393e+00 2.70846275e-01 1.18347551e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63100000e+02	p              	-4.20510545e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56518348e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63100000e+02	U              	(-1.84000677e-01 -1.04731420e-01 -3.57396170e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.30584655e+00 2.67171753e-01 1.19759457e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63150000e+02	p              	-4.18587849e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56463246e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63150000e+02	U              	(-1.83745386e-01 -1.07144079e-01 -3.49763593e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.30966039e+00 2.63342803e-01 1.21232313e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63200000e+02	p              	-4.17252353e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56496070e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63200000e+02	U              	(-1.83491893e-01 -1.09525912e-01 -3.42446954e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.31334782e+00 2.59357487e-01 1.22698265e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63250000e+02	p              	-4.15406174e-01	(1.13329621e+01 1.01412781e+00 2.18822600e-17)	5.56467488e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63250000e+02	U              	(-1.83240721e-01 -1.11876124e-01 -3.34825506e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.31689796e+00 2.55209776e-01 1.24035743e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63300000e+02	p              	-4.14217020e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56560981e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63300000e+02	U              	(-1.82994221e-01 -1.14192349e-01 -3.27009413e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.32030049e+00 2.50896099e-01 1.25347282e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63350000e+02	p              	-4.14355326e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56609561e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63350000e+02	U              	(-1.82749988e-01 -1.16473548e-01 -3.18698157e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.32354980e+00 2.46420886e-01 1.26835626e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63400000e+02	p              	-4.14176259e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56520069e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63400000e+02	U              	(-1.82509314e-01 -1.18719532e-01 -3.10662717e-20)	(5.70084323e+00 1.16827340e-01 0.00000000e+00)	(1.32662444e+00 2.41767720e-01 1.27804863e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63450000e+02	p              	-4.13822546e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56484280e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63450000e+02	U              	(-1.85414127e-01 -1.17295039e-01 -5.04684515e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.32952712e+00 2.36935392e-01 1.28908419e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63500000e+02	p              	-4.13238962e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56480136e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63500000e+02	U              	(-1.85077844e-01 -1.20181002e-01 -4.96604421e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.33226237e+00 2.31919020e-01 1.29910097e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63550000e+02	p              	-4.12577568e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56464850e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63550000e+02	U              	(-1.84750728e-01 -1.23047497e-01 -4.90343142e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.33478986e+00 2.26724405e-01 1.31138553e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63600000e+02	p              	-4.12029103e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56478532e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63600000e+02	U              	(-1.84420711e-01 -1.25864540e-01 -4.78246635e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.33710616e+00 2.21348006e-01 1.32144518e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63650000e+02	p              	-4.11074794e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56423315e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63650000e+02	U              	(-1.84090034e-01 -1.28640746e-01 -4.69475321e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.33920617e+00 2.15784797e-01 1.33003355e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63700000e+02	p              	-4.10224682e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56448608e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63700000e+02	U              	(-1.83764321e-01 -1.31374924e-01 -4.59217655e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.34107955e+00 2.10031004e-01 1.33784042e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63750000e+02	p              	-4.09197739e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56489403e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63750000e+02	U              	(-1.83442791e-01 -1.34067062e-01 -4.49293314e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.34271726e+00 2.04083603e-01 1.34492132e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63800000e+02	p              	-4.08186391e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56507568e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63800000e+02	U              	(-1.83127972e-01 -1.36715299e-01 -4.38596930e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.34410811e+00 1.97940707e-01 1.35140958e-19)	(1.70623333e+01 -3.35399861e+00 0.00000000e+00)
1.63850000e+02	p              	-4.06854618e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56414067e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63850000e+02	U              	(-1.82818955e-01 -1.39320217e-01 -4.28315804e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.26482644e+00 3.38613504e-01 2.62331016e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.63900000e+02	p              	-4.05863299e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56487519e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63900000e+02	U              	(-1.82516320e-01 -1.41881196e-01 -4.17705566e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.26683873e+00 3.33203290e-01 2.64642727e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.63950000e+02	p              	-4.03331837e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56292676e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.63950000e+02	U              	(-1.82220356e-01 -1.44396797e-01 -4.06762993e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.26861489e+00 3.27532272e-01 2.66716301e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64000000e+02	p              	-4.02022133e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56294976e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64000000e+02	U              	(-1.81931722e-01 -1.46865021e-01 -3.95373388e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.27014648e+00 3.21596415e-01 2.68665070e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64050000e+02	p              	-4.00456005e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56290489e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64050000e+02	U              	(-1.81649984e-01 -1.49285311e-01 -3.84024700e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.27142571e+00 3.15393025e-01 2.70528897e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64100000e+02	p              	-3.98664160e-01	(1.18437219e+01 1.01250032e+00 1.09555450e-17)	5.56271733e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64100000e+02	U              	(-1.81377126e-01 -1.51659101e-01 -3.72737049e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.27244711e+00 3.08918675e-01 2.72209942e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64150000e+02	p              	-3.97825869e-01	(7.85465955e+00 -1.02521113e+00 0.00000000e+00)	5.56284485e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64150000e+02	U              	(-1.81114994e-01 -1.53977370e-01 -3.59210500e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.27320426e+00 3.02168941e-01 2.73644918e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64200000e+02	p              	-3.98673899e-01	(7.85465955e+00 -1.02521113e+00 0.00000000e+00)	5.56175792e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64200000e+02	U              	(-1.80865389e-01 -1.56238038e-01 -3.45707466e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.27368840e+00 2.95142218e-01 2.75037339e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64250000e+02	p              	-3.99327905e-01	(7.85465955e+00 -1.02521113e+00 0.00000000e+00)	5.56197135e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64250000e+02	U              	(-1.80623956e-01 -1.58440248e-01 -3.32670340e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.27390629e+00 2.87831863e-01 2.75971065e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64300000e+02	p              	-4.00199422e-01	(7.85465955e+00 -1.02521113e+00 0.00000000e+00)	5.56185855e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64300000e+02	U              	(-1.80393180e-01 -1.60585114e-01 -3.19448123e-20)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.27381152e+00 2.80231769e-01 2.76306381e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64350000e+02	p              	-4.01171111e-01	(7.85465955e+00 -1.02521113e+00 0.00000000e+00)	5.56143482e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64350000e+02	U              	(-1.88558891e-01 -1.36348200e-01 -1.18922364e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.27345654e+00 2.72352744e-01 2.77598263e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64400000e+02	p              	-4.02018602e-01	(7.85465955e+00 -1.02521113e+00 0.00000000e+00)	5.56016058e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64400000e+02	U              	(-1.87840828e-01 -1.41294904e-01 -1.17206948e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.27286015e+00 2.64198934e-01 2.79389729e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64450000e+02	p              	-4.03123325e-01	(7.85465955e+00 -1.02521113e+00 0.00000000e+00)	5.55921158e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64450000e+02	U              	(-1.87119208e-01 -1.46211339e-01 -1.15504725e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.27193444e+00 2.55746437e-01 2.79090177e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64500000e+02	p              	-4.03581613e-01	(7.85465955e+00 -1.02521113e+00 0.00000000e+00)	5.55946748e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64500000e+02	U              	(-1.86399196e-01 -1.51093416e-01 -1.13740975e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.27069337e+00 2.46999000e-01 2.79110359e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64550000e+02	p              	-4.05362205e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55857596e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64550000e+02	U              	(-1.85681163e-01 -1.55936329e-01 -1.11831492e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.26914761e+00 2.37960485e-01 2.79060475e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64600000e+02	p              	-4.06708047e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55978141e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64600000e+02	U              	(-1.84965990e-01 -1.60741721e-01 -1.10031819e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.26729739e+00 2.28631246e-01 2.78730872e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64650000e+02	p              	-4.08170680e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55861790e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64650000e+02	U              	(-1.84256234e-01 -1.65508417e-01 -1.08202535e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.26515335e+00 2.19021443e-01 2.78625085e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64700000e+02	p              	-4.09384248e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55953072e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64700000e+02	U              	(-1.83561253e-01 -1.70228071e-01 -1.06253782e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.26268596e+00 2.09111417e-01 2.76821429e-19)	(1.78175611e+01 -2.85300579e+00 0.00000000e+00)
1.64750000e+02	p              	-4.10186796e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55867492e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64750000e+02	U              	(-1.82877727e-01 -1.74887754e-01 -1.03875324e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.19239637e+00 2.03897450e-01 5.59240953e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1.64800000e+02	p              	-4.11785967e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55878836e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64800000e+02	U              	(-1.82205484e-01 -1.79497630e-01 -1.01978309e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.19257539e+00 2.03857516e-01 5.59415615e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1.64850000e+02	p              	-4.12216983e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.56004856e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64850000e+02	U              	(-1.81536360e-01 -1.84046604e-01 -9.94713477e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.19275280e+00 2.03818093e-01 5.59449031e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1.64900000e+02	p              	-4.13687913e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55840427e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64900000e+02	U              	(-1.80877926e-01 -1.88539683e-01 -9.74215862e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.19292873e+00 2.03779198e-01 5.59485310e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1.64950000e+02	p              	-4.14597651e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55646489e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.64950000e+02	U              	(-1.80225440e-01 -1.92973671e-01 -9.50867483e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.19310307e+00 2.03740819e-01 5.59544361e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1.65000000e+02	p              	-4.15576202e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55561914e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65000000e+02	U              	(-1.79580299e-01 -1.97346879e-01 -9.27821281e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.19579075e+00 2.17245815e-01 1.65300330e-19)	(8.50121714e+00 -2.62662208e+00 2.54474776e-17)
1.65050000e+02	p              	-4.15911523e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55640279e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65050000e+02	U              	(-1.78948790e-01 -2.01656602e-01 -9.05078238e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.19607207e+00 2.41264039e-01 1.62048507e-19)	(8.50121714e+00 -2.41493037e+00 0.00000000e+00)
1.65100000e+02	p              	-4.16507684e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55656345e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65100000e+02	U              	(-1.78329511e-01 -2.05903504e-01 -8.82249819e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.19905694e+00 2.40535705e-01 1.63144825e-19)	(8.50121714e+00 -2.41493037e+00 0.00000000e+00)
1.65150000e+02	p              	-4.16736522e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55775318e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65150000e+02	U              	(-1.77724878e-01 -2.10087286e-01 -8.59747065e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.20201339e+00 2.39721993e-01 1.64174680e-19)	(8.50121714e+00 -2.41493037e+00 0.00000000e+00)
1.65200000e+02	p              	-4.17195225e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55633400e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65200000e+02	U              	(-1.77139783e-01 -2.14201697e-01 -8.35964226e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.20493878e+00 2.38823990e-01 1.65223671e-19)	(8.50121714e+00 -2.41493037e+00 0.00000000e+00)
1.65250000e+02	p              	-4.17534782e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55491712e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65250000e+02	U              	(-1.76573350e-01 -2.18243818e-01 -8.11531924e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.20783068e+00 2.37842119e-01 1.66242901e-19)	(8.50121714e+00 -2.41493037e+00 0.00000000e+00)
1.65300000e+02	p              	-4.17670993e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55557620e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65300000e+02	U              	(-1.76026141e-01 -2.22211494e-01 -7.86898278e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.21068622e+00 2.36776078e-01 1.67212413e-19)	(8.50121714e+00 -2.41493037e+00 0.00000000e+00)
1.65350000e+02	p              	-4.17773021e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55385188e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65350000e+02	U              	(-1.75500130e-01 -2.26101664e-01 -7.61858613e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.21350354e+00 2.35625916e-01 1.68147281e-19)	(8.50121714e+00 -2.41493037e+00 0.00000000e+00)
1.65400000e+02	p              	-4.17655767e-01	(8.23587646e+00 -1.02399641e+00 0.00000000e+00)	5.55424462e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65400000e+02	U              	(-1.74992232e-01 -2.29913652e-01 -7.36356864e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.21628038e+00 2.34391313e-01 1.69027621e-19)	(8.50121714e+00 -2.41493037e+00 0.00000000e+00)
1.65450000e+02	p              	-4.18794212e-01	(8.63129108e+00 -1.02273646e+00 0.00000000e+00)	5.55278581e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1.65450000e+02	U              	(-1.74502853e-01 -2.33641245e-01 -7.09231377e-20)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.21901242e+00 2.33068849e-01 1.69755284e-19)	(8.50121714e+00 -2.41493037e+00 0.00000000e+00)
