# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
3.8             	((1.41908163e+00 -6.89908461e-08 6.83214096e-21) (9.20431111e-01 1.38894753e-08 -5.29995385e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.52847474e-20 -7.05178679e-21 -9.77733519e-16) (-5.94648680e-20 8.13657799e-23 4.41593262e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.85            	((1.41790941e+00 -6.49247964e-08 6.81184257e-21) (9.18521362e-01 1.37292497e-08 -5.29852806e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.55577422e-20 -7.05083715e-21 -1.40317445e-15) (-5.94100616e-20 8.12984291e-23 4.46624309e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.9             	((1.41673093e+00 -6.15450885e-08 6.79175676e-21) (9.16654277e-01 1.35329004e-08 -5.29575018e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.58209476e-20 -7.04976331e-21 -1.85875620e-15) (-5.93555056e-20 8.12191202e-23 4.50676523e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
3.95            	((1.41554677e+00 -5.88235180e-08 6.77188025e-21) (9.14828231e-01 1.33111165e-08 -5.29170805e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.60747030e-20 -7.04856988e-21 -2.35467028e-15) (-5.93012122e-20 8.11286707e-23 4.53878491e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4               	((1.41435749e+00 -5.67260534e-08 6.75220983e-21) (9.13041686e-01 1.30700857e-08 -5.28648576e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.63193358e-20 -7.04726136e-21 -2.82629822e-15) (-5.92471919e-20 8.10278604e-23 4.56354472e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.05            	((1.41316364e+00 -5.52163128e-08 6.73274241e-21) (9.11293182e-01 1.28137846e-08 -5.28016284e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.65551662e-20 -7.04584229e-21 -3.34996787e-15) (-5.91934559e-20 8.09174258e-23 4.58216499e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.1             	((1.41196577e+00 -5.42496146e-08 6.71347498e-21) (9.09581336e-01 1.25451628e-08 -5.27281450e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.67825023e-20 -7.04431708e-21 -3.88296166e-15) (-5.91400134e-20 8.07980631e-23 4.59562979e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.15            	((1.41076443e+00 -5.37748997e-08 6.69440464e-21) (9.07904833e-01 1.22665845e-08 -5.26451246e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.70016422e-20 -7.04269005e-21 -4.40945024e-15) (-5.90868750e-20 8.06704359e-23 4.60479486e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.2             	((1.40956044e+00 -5.43961313e-07 6.67556305e-21) (9.06262434e-01 1.63077224e-09 -5.25501167e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.72128641e-20 -7.04096190e-21 -1.36834988e-14) (-5.90340575e-20 8.05345043e-23 4.54956617e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.25            	((1.40835340e+00 -9.20365339e-08 6.65684694e-21) (9.04652935e-01 7.31628478e-09 -5.24517645e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.74164765e-20 -7.03914522e-21 -9.61817431e-15) (-5.89815574e-20 8.03934741e-23 4.80238598e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.3             	((1.40714485e+00 -2.19954942e-07 6.63835937e-21) (9.03075224e-01 1.02592987e-08 -5.23430220e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.76127205e-20 -7.03723799e-21 -1.15899044e-14) (-5.89293970e-20 8.02444914e-23 4.97832220e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.35            	((1.40593474e+00 -2.08869753e-07 6.62005016e-21) (9.01528225e-01 1.12867269e-08 -5.22280352e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.78018675e-20 -7.03524529e-21 -1.24110791e-14) (-5.88775808e-20 8.00899188e-23 5.16341091e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.4             	((1.40472368e+00 -2.04509551e-07 6.60192467e-21) (9.00010918e-01 1.16692250e-08 -5.21066709e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.79841678e-20 -7.03317114e-21 -1.32040646e-14) (-5.88261194e-20 7.99297978e-23 5.33331963e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.45            	((1.40351210e+00 -1.99068117e-07 6.58398039e-21) (8.98522330e-01 1.18365537e-08 -5.19794043e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.81598641e-20 -7.03101916e-21 -1.39562840e-14) (-5.87750212e-20 7.97646910e-23 5.48312310e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.5             	((1.40230046e+00 -1.93072223e-07 6.56621489e-21) (8.97061534e-01 1.19164746e-08 -5.18467031e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.83291910e-20 -7.02879302e-21 -1.46853016e-14) (-5.87242940e-20 7.95950530e-23 5.61282464e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.55            	((1.40108918e+00 -1.86521799e-07 6.54862579e-21) (8.95627648e-01 1.19454352e-08 -5.17090209e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.84923750e-20 -7.02649626e-21 -1.53624943e-14) (-5.86739458e-20 7.94213090e-23 5.72389105e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.6             	((1.39987866e+00 -1.79375835e-07 6.53121078e-21) (8.94219829e-01 1.19383393e-08 -5.15667901e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.86496354e-20 -7.02413235e-21 -1.59980536e-14) (-5.86239840e-20 7.92438576e-23 5.81790411e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.65            	((1.39866931e+00 -1.71566698e-07 6.51396760e-21) (8.92837273e-01 1.19042198e-08 -5.14204220e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.88011831e-20 -7.02170459e-21 -1.65718134e-14) (-5.85744148e-20 7.90630744e-23 5.89622562e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.7             	((1.39746150e+00 -1.63030079e-07 6.49689405e-21) (8.91479210e-01 1.18489183e-08 -5.12703089e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.89472220e-20 -7.01921624e-21 -1.70655590e-14) (-5.85252440e-20 7.88793157e-23 5.95994907e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.75            	((1.39625559e+00 -1.53718929e-07 6.47998797e-21) (8.90144907e-01 1.17757993e-08 -5.11168216e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.90879495e-20 -7.01667042e-21 -1.74840611e-14) (-5.84764770e-20 7.86929156e-23 6.00993634e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.8             	((1.39505193e+00 -1.43637897e-07 6.46324724e-21) (8.88833661e-01 1.16858290e-08 -5.09603128e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.92235555e-20 -7.01407019e-21 -1.77726757e-14) (-5.84281191e-20 7.85041895e-23 6.04682396e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.85            	((1.39385089e+00 -1.32624687e-07 6.44666967e-21) (8.87544801e-01 1.15897596e-08 -5.08011213e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.93542229e-20 -7.01141867e-21 -1.79274998e-14) (-5.83801738e-20 7.83134298e-23 6.07089179e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.9             	((1.39265271e+00 -1.21209566e-07 6.43025331e-21) (8.86277683e-01 1.14718931e-08 -5.06395459e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.94801273e-20 -7.00871842e-21 -1.79389923e-14) (-5.83326468e-20 7.81209249e-23 6.08286601e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
4.95            	((1.39145779e+00 -1.08756131e-07 6.41399602e-21) (8.85031690e-01 1.13482382e-08 -5.04758827e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.96014404e-20 -7.00597260e-21 -1.77076236e-14) (-5.82855402e-20 7.79269258e-23 6.08410572e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5               	((1.39026637e+00 -9.57567875e-08 6.39789585e-21) (8.83806229e-01 1.12194498e-08 -5.03103984e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.97183262e-20 -7.00318369e-21 -1.72123600e-14) (-5.82388574e-20 7.77316757e-23 6.07489136e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.05            	((1.38907862e+00 -8.24295901e-08 6.38195095e-21) (8.82600740e-01 1.10756401e-08 -5.01433329e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.98309427e-20 -7.00035389e-21 -1.65078454e-14) (-5.81926027e-20 7.75353944e-23 6.05412073e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.1             	((1.38789491e+00 -6.83250160e-08 6.36615929e-21) (8.81414681e-01 1.09358353e-08 -4.99749191e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.99394429e-20 -6.99748617e-21 -1.54858765e-14) (-5.81467785e-20 7.73383006e-23 6.02274125e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.15            	((1.38671546e+00 -5.50401462e-08 6.35051874e-21) (8.80247530e-01 1.07760265e-08 -4.98053351e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.00439739e-20 -6.99458279e-21 -1.42891341e-14) (-5.81013869e-20 7.71405739e-23 5.97362754e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.2             	((1.38554059e+00 -3.94492262e-08 6.33502814e-21) (8.79098781e-01 1.06634087e-08 -4.96348079e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.01446775e-20 -6.99164653e-21 -1.27103189e-14) (-5.80564310e-20 7.69424608e-23 5.91942289e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.25            	((1.38437032e+00 -2.66547221e-08 6.31968577e-21) (8.77967961e-01 1.05338420e-08 -4.94634794e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.02416900e-20 -6.98867864e-21 -1.10707884e-14) (-5.80119109e-20 7.67440879e-23 5.85719943e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.3             	((1.38320500e+00 -2.02007644e-08 6.30448878e-21) (8.76854609e-01 1.02554231e-08 -4.92916229e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.03351435e-20 -6.98568138e-21 -9.45966395e-15) (-5.79678284e-20 7.65456993e-23 5.78788270e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.35            	((1.38204476e+00 -8.55179355e-09 6.28943807e-21) (8.75758281e-01 9.99607287e-09 -4.91191288e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.04251642e-20 -6.98265804e-21 -7.50029379e-15) (-5.79241840e-20 7.63473172e-23 5.71131971e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.4             	((1.38088982e+00 3.20680005e-09 6.27452956e-21) (8.74678550e-01 9.82049339e-09 -4.89463648e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.05118756e-20 -6.97960939e-21 -5.68468883e-15) (-5.78809781e-20 7.61492388e-23 5.62885579e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.45            	((1.37974036e+00 1.41253871e-08 6.25976260e-21) (8.73615004e-01 9.70059942e-09 -4.87733749e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.05953953e-20 -6.97653786e-21 -3.85151980e-15) (-5.78382109e-20 7.59515312e-23 5.54088067e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.5             	((1.37859653e+00 2.49650752e-08 6.24513535e-21) (8.72567250e-01 9.62114979e-09 -4.86003190e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.06758371e-20 -6.97344513e-21 -2.07017563e-15) (-5.77958822e-20 7.57543444e-23 5.44837758e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.55            	((1.37745848e+00 3.59722292e-08 6.23064613e-21) (8.71534904e-01 9.57316981e-09 -4.84273355e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.07533108e-20 -6.97033291e-21 -3.23525928e-16) (-5.77539915e-20 7.55578062e-23 5.35261538e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.6             	((1.37632633e+00 4.70951488e-08 6.21629332e-21) (8.70517600e-01 9.54243199e-09 -4.82545610e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.08279220e-20 -6.96720279e-21 1.32814766e-15) (-5.77125380e-20 7.53620340e-23 5.25487249e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.65            	((1.37520029e+00 -8.31080205e-08 6.20207711e-21) (8.69514983e-01 9.26167499e-09 -4.80781038e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.08997362e-20 -6.96407139e-21 2.80656574e-15) (-5.76715214e-20 7.51665763e-23 5.12420054e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.7             	((1.37408031e+00 -6.94676275e-08 6.18799585e-21) (8.68526709e-01 9.38720354e-09 -4.79057391e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.09689224e-20 -6.96090897e-21 1.36847998e-15) (-5.76309397e-20 7.49727653e-23 5.06475990e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.75            	((1.37296659e+00 -5.62093107e-08 6.17404597e-21) (8.67552450e-01 9.52354895e-09 -4.77337201e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.10355412e-20 -6.95773319e-21 1.27502175e-16) (-5.75907919e-20 7.47801735e-23 5.03273393e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.8             	((1.37185921e+00 -4.18448964e-08 6.16022608e-21) (8.66591887e-01 9.55352124e-09 -4.75625535e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.10996842e-20 -6.95454518e-21 -9.18752921e-16) (-5.75510760e-20 7.45887460e-23 5.00636495e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.85            	((1.37075826e+00 -2.66855638e-08 6.14653469e-21) (8.65644712e-01 9.48248169e-09 -4.73923763e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.11614388e-20 -6.95134634e-21 -1.68680174e-15) (-5.75117902e-20 7.43985380e-23 4.97527804e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.9             	((1.36966385e+00 -1.09959131e-08 6.13297036e-21) (8.64710628e-01 9.34294403e-09 -4.72232836e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.12208893e-20 -6.94813804e-21 -2.20353250e-15) (-5.74729324e-20 7.42096039e-23 4.93547496e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
5.95            	((1.36857603e+00 4.99477989e-09 6.11953167e-21) (8.63789348e-01 9.16023592e-09 -4.70553392e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.12781170e-20 -6.94492161e-21 -2.44530958e-15) (-5.74345005e-20 7.40219992e-23 4.88583074e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6               	((1.36749492e+00 1.72577199e-08 6.10621731e-21) (8.62880592e-01 8.92053636e-09 -4.68884120e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.13331988e-20 -6.94169869e-21 -2.63482812e-15) (-5.73964923e-20 7.38357613e-23 4.82554424e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.05            	((1.36642054e+00 3.32971695e-08 6.09302588e-21) (8.61984094e-01 8.67918668e-09 -4.67228846e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.13862118e-20 -6.93846978e-21 -2.44596010e-15) (-5.73589059e-20 7.36509735e-23 4.75736978e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.1             	((1.36535297e+00 4.90025068e-08 6.07995607e-21) (8.61099591e-01 8.42617538e-09 -4.65585851e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.14372271e-20 -6.93523643e-21 -2.12546994e-15) (-5.73217386e-20 7.34676654e-23 4.68076654e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.15            	((1.36429227e+00 6.43519991e-08 6.06700658e-21) (8.60226832e-01 8.15668457e-09 -4.63955359e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.14863149e-20 -6.93199976e-21 -1.72041201e-15) (-5.72849871e-20 7.32858790e-23 4.59582839e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.2             	((1.36323848e+00 7.93350863e-08 6.05417615e-21) (8.59365573e-01 7.86999814e-09 -4.62337514e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.15335428e-20 -6.92876079e-21 -1.30559626e-15) (-5.72486482e-20 7.31056549e-23 4.50306807e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.25            	((1.36219164e+00 9.42166017e-08 6.04146349e-21) (8.58515577e-01 7.56677809e-09 -4.60732506e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.15789760e-20 -6.92552052e-21 -8.96635197e-16) (-5.72127185e-20 7.29270319e-23 4.40325745e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.3             	((1.36115181e+00 1.09550781e-07 6.02886735e-21) (8.57676614e-01 7.24625534e-09 -4.59140569e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16226771e-20 -6.92227988e-21 -5.77879758e-16) (-5.71771951e-20 7.27500466e-23 4.29723114e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.35            	((1.36011900e+00 1.26109465e-07 6.01638641e-21) (8.56848462e-01 6.90463615e-09 -4.57561977e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16647063e-20 -6.91903977e-21 -3.00974523e-16) (-5.71420745e-20 7.25747325e-23 4.18571154e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.4             	((1.35909326e+00 1.44673002e-07 6.00401939e-21) (8.56030905e-01 6.53429041e-09 -4.55997024e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.17051221e-20 -6.91580101e-21 -1.48969378e-16) (-5.71073534e-20 7.24011204e-23 4.06916207e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.45            	((1.35807460e+00 1.65828537e-07 5.99176502e-21) (8.55223734e-01 6.12483937e-09 -4.54446019e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.17439809e-20 -6.91256440e-21 -1.04083409e-16) (-5.70730282e-20 7.22292370e-23 3.94770056e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.5             	((1.35706303e+00 1.89825802e-07 5.97962198e-21) (8.54426744e-01 5.66558183e-09 -4.52909270e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.17813370e-20 -6.90933069e-21 -1.08637058e-16) (-5.70390955e-20 7.20591048e-23 3.82110625e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.55            	((1.35605857e+00 2.16486051e-07 5.96758894e-21) (8.53639740e-01 5.14717151e-09 -4.51387074e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.18172427e-20 -6.90610055e-21 -1.69569220e-16) (-5.70055515e-20 7.18907417e-23 3.68889765e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.6             	((1.35506122e+00 2.45285333e-07 5.95566463e-21) (8.52862529e-01 4.56341427e-09 -4.49879714e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.18517482e-20 -6.90287464e-21 -2.91433544e-16) (-5.69723927e-20 7.17241618e-23 3.55048591e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.65            	((1.35407117e+00 2.18206229e-07 5.94384862e-21) (8.52094929e-01 2.67988616e-09 -4.48388754e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.18849026e-20 -6.89965430e-21 -2.01444764e-16) (-5.69396162e-20 7.15592301e-23 3.39907688e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.7             	((1.35308786e+00 2.97514766e-07 5.93213658e-21) (8.51336750e-01 2.34387412e-09 -4.46911284e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.19167514e-20 -6.89643797e-21 -5.26922256e-16) (-5.69072155e-20 7.13963994e-23 3.26995495e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.75            	((1.35211186e+00 3.15708826e-07 5.92053150e-21) (8.50587821e-01 1.89666237e-09 -4.45450025e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.19473409e-20 -6.89322859e-21 -6.75457953e-16) (-5.68751895e-20 7.12351877e-23 3.12549873e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.8             	((1.35114289e+00 3.47529464e-07 5.90902982e-21) (8.49847972e-01 1.26923839e-09 -4.44004225e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.19767139e-20 -6.89002561e-21 -8.76469036e-16) (-5.68435332e-20 7.10758364e-23 2.97589708e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.85            	((1.35018102e+00 3.76282796e-07 5.89763087e-21) (8.49117035e-01 5.41813261e-10 -4.42574237e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.20049124e-20 -6.88682982e-21 -1.08485269e-15) (-5.68122429e-20 7.09182853e-23 2.81924544e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.9             	((1.34922560e+00 1.74775263e-07 5.88633025e-21) (8.48394851e-01 -1.76775837e-10 -4.41148408e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.20319821e-20 -6.88363924e-21 1.78025997e-16) (-5.67813122e-20 7.07617119e-23 2.62243992e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
6.95            	((1.34827789e+00 1.96349563e-07 5.87513398e-21) (8.47681260e-01 -6.46088585e-10 -4.39751661e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.20579512e-20 -6.88045935e-21 -1.33790548e-16) (-5.67507427e-20 7.06078716e-23 2.49467036e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7               	((1.34733722e+00 2.16133108e-07 5.86403707e-21) (8.46976109e-01 -1.01247280e-09 -4.38370559e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.20828627e-20 -6.87728829e-21 -3.51064663e-16) (-5.67205274e-20 7.04557774e-23 2.39067045e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.05            	((1.34640357e+00 2.32396228e-07 5.85303846e-21) (8.46279248e-01 -1.52284596e-09 -4.37004995e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.21067531e-20 -6.87412626e-21 -5.49256821e-16) (-5.66906624e-20 7.03055093e-23 2.28800850e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.1             	((1.34547694e+00 2.49137727e-07 5.84213765e-21) (8.45590532e-01 -2.11287776e-09 -4.35655520e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.21296570e-20 -6.87097392e-21 -7.50918425e-16) (-5.66611439e-20 7.01570401e-23 2.18049959e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.15            	((1.34455730e+00 2.65469554e-07 5.83133274e-21) (8.44909819e-01 -2.76123778e-09 -4.34322044e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.21516082e-20 -6.86783159e-21 -9.20921325e-16) (-5.66319678e-20 7.00103731e-23 2.06584548e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.2             	((1.34364462e+00 2.80902415e-07 5.82062285e-21) (8.44236971e-01 -3.44107345e-09 -4.33004549e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.21726394e-20 -6.86469969e-21 -1.10480201e-15) (-5.66031302e-20 6.98654982e-23 1.94408050e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.25            	((1.34273889e+00 2.95230785e-07 5.81000699e-21) (8.43571853e-01 -4.13922453e-09 -4.31703000e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.21927820e-20 -6.86157858e-21 -1.25615664e-15) (-5.65746272e-20 6.97224075e-23 1.81608608e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.3             	((1.34184007e+00 3.08295030e-07 5.79948415e-21) (8.42914334e-01 -4.84931493e-09 -4.30417350e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.22120665e-20 -6.85846861e-21 -1.40274077e-15) (-5.65464547e-20 6.95810917e-23 1.68293755e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
7.35            	((1.34094814e+00 3.20024187e-07 5.78905332e-21) (8.42264286e-01 -5.56745391e-09 -4.29147547e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.22305220e-20 -6.85537012e-21 -1.51159467e-15) (-5.65186088e-20 6.94415411e-23 1.54567993e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
