# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
42.7            	-9.56353055e-09	1.98264412e+00	2.34499936e-07	1.07686437e-07	1.26813498e-07
42.75           	-9.54315239e-09	1.98261521e+00	2.33673170e-07	1.07293433e-07	1.26379737e-07
42.8            	-9.52270432e-09	1.98258642e+00	2.32851436e-07	1.06903013e-07	1.25948422e-07
42.85           	-9.50219245e-09	1.98255773e+00	2.32034719e-07	1.06515167e-07	1.25519552e-07
42.9            	-9.48162223e-09	1.98252916e+00	2.31223142e-07	1.06129949e-07	1.25093193e-07
42.95           	-9.46099931e-09	1.98250070e+00	2.30416725e-07	1.05747363e-07	1.24669362e-07
43              	-9.44032806e-09	1.98247235e+00	2.29615561e-07	1.05367453e-07	1.24248109e-07
43.05           	-9.41961284e-09	1.98244412e+00	2.28819637e-07	1.04990206e-07	1.23829431e-07
43.1            	-9.39885784e-09	1.98241599e+00	2.28029011e-07	1.04615648e-07	1.23413363e-07
43.15           	-9.37806617e-09	1.98238797e+00	2.27243727e-07	1.04243797e-07	1.22999929e-07
43.2            	-9.35724097e-09	1.98236006e+00	2.26463773e-07	1.03874645e-07	1.22589127e-07
43.25           	-9.33638467e-09	1.98233225e+00	2.25689171e-07	1.03508201e-07	1.22180970e-07
43.3            	-9.31549978e-09	1.98230456e+00	2.24919917e-07	1.03144459e-07	1.21775459e-07
43.35           	-9.29458776e-09	1.98227697e+00	2.24155972e-07	1.02783398e-07	1.21372574e-07
43.4            	-9.27365040e-09	1.98224949e+00	2.23397370e-07	1.02425034e-07	1.20972335e-07
43.45           	-9.25268882e-09	1.98222212e+00	2.22644070e-07	1.02069346e-07	1.20574724e-07
43.5            	-9.23170336e-09	1.98219485e+00	2.21896005e-07	1.01716299e-07	1.20179706e-07
43.55           	-9.21069487e-09	1.98216769e+00	2.21153175e-07	1.01365892e-07	1.19787282e-07
43.6            	-9.18966333e-09	1.98214063e+00	2.20416050e-07	1.01018362e-07	1.19397689e-07
43.65           	-9.16860894e-09	1.98211368e+00	2.19683196e-07	1.00672989e-07	1.19010207e-07
43.7            	-9.14753074e-09	1.98208683e+00	2.18955609e-07	1.00330274e-07	1.18625335e-07
43.75           	-9.12642809e-09	1.98206009e+00	2.18233158e-07	9.99901507e-08	1.18243007e-07
43.8            	-9.10530036e-09	1.98203344e+00	2.17515498e-07	9.96524485e-08	1.17863049e-07
43.85           	-9.08414594e-09	1.98200691e+00	2.16802740e-07	9.93172240e-08	1.17485516e-07
43.9            	-9.06296403e-09	1.98198047e+00	2.16094694e-07	9.89843828e-08	1.17110311e-07
43.95           	-9.04175315e-09	1.98195414e+00	2.15391380e-07	9.86539368e-08	1.16737443e-07
44              	-9.02051126e-09	1.98192790e+00	2.14692642e-07	9.83258097e-08	1.16366832e-07
44.05           	-8.99923746e-09	1.98190177e+00	2.13998388e-07	9.79999567e-08	1.15998432e-07
44.1            	-8.97792895e-09	1.98187574e+00	2.13308585e-07	9.76763635e-08	1.15632221e-07
44.15           	-8.95658444e-09	1.98184981e+00	2.12623074e-07	9.73549524e-08	1.15268121e-07
44.2            	-8.93520181e-09	1.98182398e+00	2.11941794e-07	9.70356951e-08	1.14906099e-07
44.25           	-8.91377924e-09	1.98179825e+00	2.11264660e-07	9.67185506e-08	1.14546109e-07
44.3            	-8.89231487e-09	1.98177262e+00	2.10591542e-07	9.64034560e-08	1.14188086e-07
44.35           	-8.87080582e-09	1.98174709e+00	2.09922403e-07	9.60903957e-08	1.13832007e-07
44.4            	-8.84925069e-09	1.98172165e+00	2.09257063e-07	9.57792807e-08	1.13477782e-07
44.45           	-8.82764741e-09	1.98169632e+00	2.08595502e-07	9.54701033e-08	1.13125398e-07
44.5            	-8.80599349e-09	1.98167108e+00	2.07937625e-07	9.51628190e-08	1.12774806e-07
44.55           	-8.78428765e-09	1.98164593e+00	2.07283255e-07	9.48573398e-08	1.12425915e-07
44.6            	-8.76252729e-09	1.98162089e+00	2.06632376e-07	9.45536607e-08	1.12078715e-07
44.65           	-8.74071038e-09	1.98159594e+00	2.05984901e-07	9.42517403e-08	1.11733161e-07
44.7            	-8.71883540e-09	1.98157108e+00	2.05340685e-07	9.39515073e-08	1.11389178e-07
44.75           	-8.69690045e-09	1.98154632e+00	2.04699671e-07	9.36529349e-08	1.11046736e-07
44.8            	-8.67490416e-09	1.98152166e+00	2.04061785e-07	9.33559884e-08	1.10705797e-07
44.85           	-8.65317119e-09	1.98149705e+00	2.05904440e-07	9.42990488e-08	1.11605391e-07
44.9            	-8.63629922e-09	1.98147262e+00	2.08091225e-07	9.54093130e-08	1.12681911e-07
44.95           	-8.62062281e-09	1.98144822e+00	2.07044671e-07	9.49017127e-08	1.12142958e-07
45              	-8.60584450e-09	1.98142394e+00	2.06089355e-07	9.44388332e-08	1.11650522e-07
45.05           	-8.59052013e-09	1.98139974e+00	2.05549892e-07	9.41844258e-08	1.11365466e-07
45.1            	-8.57470561e-09	1.98137564e+00	2.04847685e-07	9.38491368e-08	1.10998548e-07
45.15           	-8.55827176e-09	1.98135163e+00	2.04216061e-07	9.35497590e-08	1.10666302e-07
45.2            	-8.54130496e-09	1.98132771e+00	2.03563520e-07	9.32404550e-08	1.10323065e-07
45.25           	-8.52385274e-09	1.98130388e+00	2.02923553e-07	9.29379238e-08	1.09985629e-07
45.3            	-8.50597386e-09	1.98128015e+00	2.02283733e-07	9.26358924e-08	1.09647840e-07
45.35           	-8.48771285e-09	1.98125650e+00	2.01648497e-07	9.23365354e-08	1.09311961e-07
45.4            	-8.46910820e-09	1.98123295e+00	2.01016115e-07	9.20389492e-08	1.08977166e-07
45.45           	-8.45019150e-09	1.98120948e+00	2.00387032e-07	9.17433246e-08	1.08643708e-07
45.5            	-8.43098958e-09	1.98118610e+00	1.99761111e-07	9.14495660e-08	1.08311545e-07
45.55           	-8.41152479e-09	1.98116282e+00	1.99138230e-07	9.11575904e-08	1.07980640e-07
45.6            	-8.39181729e-09	1.98113962e+00	1.98518335e-07	9.08673502e-08	1.07650985e-07
45.65           	-8.37188443e-09	1.98111651e+00	1.97901369e-07	9.05788002e-08	1.07322569e-07
45.7            	-8.35174040e-09	1.98109349e+00	1.97287286e-07	9.02919024e-08	1.06995383e-07
45.75           	-8.31652487e-09	1.98107006e+00	3.21890695e-07	1.52628823e-07	1.69261873e-07
45.8            	-8.48846257e-09	1.98104764e+00	2.10888176e-07	9.69556256e-08	1.13932551e-07
45.85           	-8.63324797e-09	1.98102473e+00	2.85725744e-07	1.34229624e-07	1.51496120e-07
45.9            	-8.81982788e-09	1.98100210e+00	2.39744575e-07	1.11052460e-07	1.28692115e-07
45.95           	-8.97369858e-09	1.98097950e+00	2.64795374e-07	1.23423988e-07	1.41371385e-07
46              	-9.12061525e-09	1.98095700e+00	2.50005050e-07	1.15881910e-07	1.34123140e-07
46.05           	-9.24491366e-09	1.98093459e+00	2.56945094e-07	1.19227633e-07	1.37717461e-07
46.1            	-9.35699086e-09	1.98091226e+00	2.52104288e-07	1.16695153e-07	1.35409135e-07
46.15           	-9.45435713e-09	1.98089001e+00	2.53613471e-07	1.17352378e-07	1.36261093e-07
46.2            	-9.54111571e-09	1.98086785e+00	2.51707987e-07	1.16312878e-07	1.35395109e-07
46.25           	-9.61744970e-09	1.98084578e+00	2.51626578e-07	1.16195839e-07	1.35430739e-07
46.3            	-9.68522453e-09	1.98082379e+00	2.50564718e-07	1.15597134e-07	1.34967584e-07
46.35           	-9.74509330e-09	1.98080188e+00	2.50021552e-07	1.15265683e-07	1.34755869e-07
46.4            	-9.79809648e-09	1.98078005e+00	2.49197646e-07	1.14800727e-07	1.34396919e-07
46.45           	-9.84486421e-09	1.98075831e+00	2.48519757e-07	1.14415014e-07	1.34104743e-07
46.5            	-9.88607606e-09	1.98073665e+00	2.47761200e-07	1.13994524e-07	1.33766676e-07
46.55           	-9.92224839e-09	1.98071507e+00	2.47043216e-07	1.13599360e-07	1.33443856e-07
46.6            	-9.95386925e-09	1.98069358e+00	2.46301830e-07	1.13197046e-07	1.33104784e-07
46.65           	-9.98134649e-09	1.98067216e+00	2.45571567e-07	1.12804437e-07	1.32767130e-07
46.7            	-1.00050488e-08	1.98065083e+00	2.44834459e-07	1.12412181e-07	1.32422278e-07
46.75           	-1.00252972e-08	1.98062958e+00	2.44100546e-07	1.12024976e-07	1.32075570e-07
46.8            	-1.00423796e-08	1.98060841e+00	2.43364725e-07	1.11639983e-07	1.31724742e-07
46.85           	-1.00565501e-08	1.98058731e+00	2.42630141e-07	1.11258520e-07	1.31371621e-07
46.9            	-1.00680373e-08	1.98056630e+00	2.41895300e-07	1.10879613e-07	1.31015688e-07
46.95           	-1.00770462e-08	1.98054537e+00	2.41161325e-07	1.10503616e-07	1.30657709e-07
47              	-1.00837607e-08	1.98052452e+00	2.40427787e-07	1.10130133e-07	1.30297654e-07
47.05           	-1.00883469e-08	1.98050374e+00	2.39695113e-07	1.09759210e-07	1.29935904e-07
47.1            	-1.00909549e-08	1.98048305e+00	2.38963282e-07	1.09390686e-07	1.29572596e-07
47.15           	-1.00917219e-08	1.98046243e+00	2.38232436e-07	1.09024496e-07	1.29207940e-07
47.2            	-1.00907717e-08	1.98044189e+00	2.37502612e-07	1.08660534e-07	1.28842078e-07
47.25           	-1.00882174e-08	1.98042143e+00	2.36773970e-07	1.08298767e-07	1.28475202e-07
47.3            	-1.00841624e-08	1.98040104e+00	2.36046437e-07	1.07939056e-07	1.28107381e-07
47.35           	-1.00787016e-08	1.98038073e+00	2.35320195e-07	1.07581396e-07	1.27738799e-07
47.4            	-1.00719226e-08	1.98036050e+00	2.34595251e-07	1.07225703e-07	1.27369548e-07
47.45           	-1.00639049e-08	1.98034035e+00	2.33871607e-07	1.06871898e-07	1.26999708e-07
47.5            	-1.00547223e-08	1.98032027e+00	2.33149383e-07	1.06519969e-07	1.26629414e-07
47.55           	-1.00444432e-08	1.98030026e+00	2.32428506e-07	1.06169810e-07	1.26258696e-07
47.6            	-1.00331305e-08	1.98028034e+00	2.31709131e-07	1.05821435e-07	1.25887696e-07
47.65           	-1.00208430e-08	1.98026048e+00	2.30991184e-07	1.05474749e-07	1.25516435e-07
47.7            	-1.00076342e-08	1.98024070e+00	2.30274720e-07	1.05129726e-07	1.25144994e-07
47.75           	-9.99355494e-09	1.98022100e+00	2.29559763e-07	1.04786327e-07	1.24773436e-07
47.8            	-9.97865224e-09	1.98020137e+00	2.28846297e-07	1.04444496e-07	1.24401801e-07
47.85           	-9.96296974e-09	1.98018182e+00	2.28134389e-07	1.04104225e-07	1.24030164e-07
47.9            	-9.94654823e-09	1.98016233e+00	2.27423996e-07	1.03765450e-07	1.23658546e-07
47.95           	-9.92942559e-09	1.98014292e+00	2.26715123e-07	1.03428136e-07	1.23286987e-07
48              	-9.91163795e-09	1.98012359e+00	2.26007847e-07	1.03092285e-07	1.22915561e-07
48.05           	-9.89321851e-09	1.98010433e+00	2.25302042e-07	1.02757802e-07	1.22544239e-07
48.1            	-9.87419886e-09	1.98008514e+00	2.24597849e-07	1.02424726e-07	1.22173124e-07
48.15           	-9.85460825e-09	1.98006602e+00	2.23895149e-07	1.02092966e-07	1.21802183e-07
48.2            	-9.83447442e-09	1.98004697e+00	2.23194041e-07	1.01762546e-07	1.21431495e-07
48.25           	-9.81382365e-09	1.98002800e+00	2.22494450e-07	1.01433401e-07	1.21061049e-07
48.3            	-9.79268021e-09	1.98000909e+00	2.21796370e-07	1.01105505e-07	1.20690865e-07
48.35           	-9.77106771e-09	1.97999026e+00	2.21099863e-07	1.00778864e-07	1.20320999e-07
48.4            	-9.74900772e-09	1.97997150e+00	2.20404867e-07	1.00453426e-07	1.19951441e-07
48.45           	-9.72652116e-09	1.97995281e+00	2.19711378e-07	1.00129168e-07	1.19582210e-07
48.5            	-9.70362765e-09	1.97993419e+00	2.19019386e-07	9.98060653e-08	1.19213321e-07
48.55           	-9.68034565e-09	1.97991563e+00	2.18328901e-07	9.94841049e-08	1.18844796e-07
48.6            	-9.65669261e-09	1.97989715e+00	2.17639908e-07	9.91632612e-08	1.18476646e-07
48.65           	-9.63268560e-09	1.97987874e+00	2.16952381e-07	9.88435048e-08	1.18108876e-07
48.7            	-9.60834045e-09	1.97986040e+00	2.16266319e-07	9.85248191e-08	1.17741500e-07
48.75           	-9.58367217e-09	1.97984212e+00	2.15581708e-07	9.82071819e-08	1.17374526e-07
48.8            	-9.55869536e-09	1.97982392e+00	2.14898565e-07	9.78905871e-08	1.17007978e-07
48.85           	-9.53342333e-09	1.97980578e+00	2.14216807e-07	9.75749801e-08	1.16641827e-07
48.9            	-9.50786969e-09	1.97978771e+00	2.13536509e-07	9.72603847e-08	1.16276124e-07
48.95           	-9.48204673e-09	1.97976971e+00	2.12857591e-07	9.69467489e-08	1.15910842e-07
49              	-9.45596650e-09	1.97975177e+00	2.12180102e-07	9.66340843e-08	1.15546017e-07
49.05           	-9.42964042e-09	1.97973390e+00	2.11503956e-07	9.63223375e-08	1.15181618e-07
49.1            	-9.40307919e-09	1.97971610e+00	2.10829205e-07	9.60115232e-08	1.14817682e-07
49.15           	-9.37629372e-09	1.97969837e+00	2.10155795e-07	9.57016037e-08	1.14454191e-07
49.2            	-9.34929413e-09	1.97968070e+00	2.09483719e-07	9.53925656e-08	1.14091154e-07
49.25           	-9.32208998e-09	1.97966310e+00	2.08813015e-07	9.50844175e-08	1.13728597e-07
49.3            	-9.29469029e-09	1.97964556e+00	2.08143606e-07	9.47771128e-08	1.13366493e-07
49.35           	-9.26710450e-09	1.97962809e+00	2.07475517e-07	9.44706539e-08	1.13004863e-07
49.4            	-9.23934039e-09	1.97961069e+00	2.06808709e-07	9.41650141e-08	1.12643695e-07
49.45           	-9.21140736e-09	1.97959335e+00	2.06143182e-07	9.38601836e-08	1.12282998e-07
49.5            	-9.18331282e-09	1.97957607e+00	2.05478993e-07	9.35561836e-08	1.11922809e-07
49.55           	-9.15506444e-09	1.97955886e+00	2.04815972e-07	9.32529215e-08	1.11563050e-07
49.6            	-9.12666974e-09	1.97954172e+00	2.04154270e-07	9.29504653e-08	1.11203805e-07
49.65           	-9.09813597e-09	1.97952463e+00	2.03493799e-07	9.26487636e-08	1.10845036e-07
49.7            	-9.06946986e-09	1.97950761e+00	2.02834531e-07	9.23477956e-08	1.10486735e-07
49.75           	-9.04067893e-09	1.97949066e+00	2.02176527e-07	9.20475846e-08	1.10128942e-07
49.8            	-9.01176851e-09	1.97947377e+00	2.01519697e-07	9.17480799e-08	1.09771617e-07
49.85           	-8.98274563e-09	1.97945694e+00	2.00864114e-07	9.14493115e-08	1.09414803e-07
49.9            	-8.95361636e-09	1.97944017e+00	2.00209651e-07	9.11512090e-08	1.09058442e-07
49.95           	-8.92438617e-09	1.97942347e+00	1.99556466e-07	9.08538469e-08	1.08702619e-07
50              	-8.89506115e-09	1.97940683e+00	1.98904353e-07	9.05571152e-08	1.08347238e-07
50.05           	-8.86564670e-09	1.97939025e+00	1.98253496e-07	9.02611014e-08	1.07992395e-07
50.1            	-8.83614832e-09	1.97937373e+00	1.97603783e-07	8.99657434e-08	1.07638040e-07
50.15           	-8.80362010e-09	1.97935607e+00	1.95340089e-07	8.88664245e-08	1.06473665e-07
50.2            	-8.92587422e-09	1.97934089e+00	1.73952239e-07	7.80502452e-08	9.59019936e-08
50.25           	-8.93896070e-09	1.97932379e+00	2.86741683e-07	1.34431881e-07	1.52309802e-07
50.3            	-9.09675060e-09	1.97930796e+00	1.33927933e-07	5.78672157e-08	7.60607169e-08
50.35           	-9.11172992e-09	1.97929151e+00	2.91507629e-07	1.36642084e-07	1.54865544e-07
50.4            	-9.23244170e-09	1.97927548e+00	1.39171127e-07	6.03531216e-08	7.88180050e-08
50.45           	-9.23880975e-09	1.97925935e+00	2.78381879e-07	1.29952130e-07	1.48429749e-07
50.5            	-9.32343263e-09	1.97924331e+00	1.52421715e-07	6.68874248e-08	8.55342901e-08
50.55           	-9.32340102e-09	1.97922737e+00	2.62796313e-07	1.22074756e-07	1.40721558e-07
50.6            	-9.38108313e-09	1.97921142e+00	1.64881776e-07	7.30598051e-08	9.18219714e-08
50.65           	-9.37640304e-09	1.97919562e+00	2.49236697e-07	1.15241945e-07	1.33994752e-07
50.7            	-9.41435489e-09	1.97917978e+00	1.74632331e-07	7.79018107e-08	9.67305205e-08
50.75           	-9.40596545e-09	1.97916409e+00	2.38355696e-07	1.09771882e-07	1.28583813e-07
50.8            	-9.42926334e-09	1.97914838e+00	1.81760675e-07	8.14510740e-08	1.00309601e-07
50.85           	-9.41778656e-09	1.97913280e+00	2.29785951e-07	1.05475189e-07	1.24310762e-07
50.9            	-9.43000575e-09	1.97911721e+00	1.86789590e-07	8.39647890e-08	1.02824801e-07
50.95           	-9.41591219e-09	1.97910174e+00	2.23005114e-07	1.02086645e-07	1.20918469e-07
51              	-9.41961160e-09	1.97908627e+00	1.90231144e-07	8.56959605e-08	1.04535184e-07
51.05           	-9.40326809e-09	1.97907091e+00	2.17564010e-07	9.93787370e-08	1.18185273e-07
51.1            	-9.40031091e-09	1.97905556e+00	1.92490323e-07	8.68448505e-08	1.05645472e-07
51.15           	-9.38200862e-09	1.97904031e+00	2.13120002e-07	9.71779925e-08	1.15942010e-07
51.2            	-9.37377621e-09	1.97902508e+00	1.93868153e-07	8.75603005e-08	1.06307853e-07
51.25           	-9.35374605e-09	1.97900993e+00	2.09420598e-07	9.53565530e-08	1.14064045e-07
51.3            	-9.34127746e-09	1.97899482e+00	1.94585200e-07	8.79513224e-08	1.06633877e-07
51.35           	-9.31970539e-09	1.97897979e+00	2.06280371e-07	9.38204802e-08	1.12459891e-07
51.4            	-9.30379365e-09	1.97896479e+00	1.94803751e-07	8.80980817e-08	1.06705669e-07
51.45           	-9.28083378e-09	1.97894986e+00	2.03562236e-07	9.25002842e-08	1.11061952e-07
51.5            	-9.26209195e-09	1.97893498e+00	1.94644224e-07	8.80600200e-08	1.06584204e-07
51.55           	-9.23787476e-09	1.97892016e+00	2.01163890e-07	9.13440702e-08	1.09819820e-07
51.6            	-9.21678213e-09	1.97890539e+00	1.94196897e-07	8.78816664e-08	1.06315231e-07
51.65           	-9.19125973e-09	1.97889076e+00	2.10852281e-07	9.62348809e-08	1.14617400e-07
51.7            	-9.17986210e-09	1.97887608e+00	1.82266933e-07	8.19536042e-08	1.00313328e-07
51.75           	-9.16069646e-09	1.97886149e+00	1.98173038e-07	8.99258223e-08	1.08247215e-07
51.8            	-9.14547606e-09	1.97884692e+00	1.86967302e-07	8.43381750e-08	1.02629127e-07
51.85           	-9.12669311e-09	1.97883244e+00	1.93563162e-07	8.76548880e-08	1.05908274e-07
51.9            	-9.10851732e-09	1.97881799e+00	1.87928279e-07	8.48556223e-08	1.03072657e-07
51.95           	-9.08826700e-09	1.97880361e+00	1.90471492e-07	8.61474790e-08	1.04324013e-07
52              	-9.06769825e-09	1.97878927e+00	1.87583913e-07	8.47242584e-08	1.02859655e-07
52.05           	-9.04581703e-09	1.97877499e+00	1.88349950e-07	8.51291578e-08	1.03220792e-07
52.1            	-9.02339502e-09	1.97876076e+00	1.86650999e-07	8.43021046e-08	1.02348895e-07
52.15           	-9.00002396e-09	1.97874658e+00	1.86630223e-07	8.43150878e-08	1.02315136e-07
52.2            	-8.97608086e-09	1.97873246e+00	1.85472007e-07	8.37599226e-08	1.01712084e-07
52.25           	-8.95139789e-09	1.97871838e+00	1.85094893e-07	8.35960488e-08	1.01498845e-07
52.3            	-8.92617620e-09	1.97870436e+00	1.84185284e-07	8.31664657e-08	1.01018818e-07
52.35           	-8.90035359e-09	1.97869040e+00	1.83645545e-07	8.29224191e-08	1.00723126e-07
52.4            	-8.87404632e-09	1.97867648e+00	1.82851505e-07	8.25517062e-08	1.00299799e-07
52.45           	-8.84724032e-09	1.97866262e+00	1.82236165e-07	8.22708420e-08	9.99653226e-08
52.5            	-8.82000873e-09	1.97864880e+00	1.81499209e-07	8.19295956e-08	9.95696130e-08
52.55           	-8.79235907e-09	1.97863504e+00	1.80848696e-07	8.16319888e-08	9.92167069e-08
52.6            	-8.76434160e-09	1.97862133e+00	1.80140167e-07	8.13057419e-08	9.88344251e-08
52.65           	-8.73597302e-09	1.97860767e+00	1.79473909e-07	8.10009815e-08	9.84729275e-08
52.7            	-8.70729118e-09	1.97859406e+00	1.78780238e-07	8.06828278e-08	9.80974102e-08
52.75           	-8.67831578e-09	1.97858050e+00	1.78107662e-07	8.03755155e-08	9.77321470e-08
52.8            	-8.64907712e-09	1.97856699e+00	1.77422366e-07	8.00621059e-08	9.73602601e-08
52.85           	-8.61959563e-09	1.97855353e+00	1.76747987e-07	7.97543979e-08	9.69935892e-08
52.9            	-8.58989618e-09	1.97854012e+00	1.76068069e-07	7.94441382e-08	9.66239306e-08
52.95           	-8.55999892e-09	1.97852676e+00	1.75394153e-07	7.91370777e-08	9.62570755e-08
53              	-8.52992519e-09	1.97851345e+00	1.74718237e-07	7.88291935e-08	9.58890439e-08
53.05           	-8.49969334e-09	1.97850019e+00	1.74045970e-07	7.85232917e-08	9.55226784e-08
53.1            	-8.46932312e-09	1.97848698e+00	1.73373456e-07	7.82174051e-08	9.51560514e-08
53.15           	-8.43883110e-09	1.97847382e+00	1.72703504e-07	7.79129210e-08	9.47905832e-08
53.2            	-8.40823444e-09	1.97846070e+00	1.72034178e-07	7.76088548e-08	9.44253236e-08
53.25           	-8.37754907e-09	1.97844763e+00	1.71366944e-07	7.73059228e-08	9.40610210e-08
53.3            	-8.34678958e-09	1.97843462e+00	1.70700904e-07	7.70036623e-08	9.36972415e-08
53.35           	-8.31597110e-09	1.97842165e+00	1.70036572e-07	7.67023150e-08	9.33342572e-08
53.4            	-8.28510754e-09	1.97840873e+00	1.69373818e-07	7.64018014e-08	9.29720164e-08
53.45           	-8.25421118e-09	1.97839585e+00	1.68712773e-07	7.61021755e-08	9.26105978e-08
53.5            	-8.22329485e-09	1.97838302e+00	1.68053405e-07	7.58034078e-08	9.22499975e-08
53.55           	-8.19237126e-09	1.97837025e+00	1.67395789e-07	7.55055235e-08	9.18902660e-08
53.6            	-8.16652215e-09	1.97835731e+00	1.24360382e-07	5.40136689e-08	7.03467132e-08
53.65           	-8.10493831e-09	1.97834479e+00	1.85270763e-07	8.45304431e-08	1.00740320e-07
53.7            	-8.05271254e-09	1.97833205e+00	1.54544608e-07	6.92195916e-08	8.53250167e-08
53.75           	-7.99705020e-09	1.97831952e+00	1.67698097e-07	7.58519983e-08	9.18460987e-08
53.8            	-7.94313245e-09	1.97830693e+00	1.59625672e-07	7.18697037e-08	8.77559686e-08
53.85           	-7.89163072e-09	1.97829446e+00	1.62919006e-07	7.35678721e-08	8.93511336e-08
53.9            	-7.84111445e-09	1.97828199e+00	1.60420567e-07	7.23691690e-08	8.80513979e-08
53.95           	-7.79304224e-09	1.97826960e+00	1.60670102e-07	7.25420086e-08	8.81280931e-08
54              	-7.74571294e-09	1.97825723e+00	1.59762880e-07	7.21357270e-08	8.76271529e-08
54.05           	-7.70094163e-09	1.97824493e+00	1.60076015e-07	7.23370661e-08	8.77389494e-08
54.1            	-7.65799640e-09	1.97823265e+00	1.58358726e-07	7.15213666e-08	8.68373594e-08
54.15           	-7.61578965e-09	1.97822043e+00	1.58635961e-07	7.17021906e-08	8.69337699e-08
54.2            	-7.57466900e-09	1.97820825e+00	1.57264332e-07	7.10574971e-08	8.62068351e-08
54.25           	-7.53399846e-09	1.97819612e+00	1.57286439e-07	7.11092209e-08	8.61772179e-08
54.3            	-7.49423569e-09	1.97818403e+00	1.56111644e-07	7.05615864e-08	8.55500577e-08
54.35           	-7.45486523e-09	1.97817199e+00	1.55981425e-07	7.05358473e-08	8.54455777e-08
54.4            	-7.41632808e-09	1.97815999e+00	1.54929049e-07	7.00481963e-08	8.48808524e-08
54.45           	-7.37816206e-09	1.97814803e+00	1.54702700e-07	6.99731879e-08	8.47295120e-08
54.5            	-7.34075674e-09	1.97813612e+00	1.53737201e-07	6.95278435e-08	8.42093570e-08
54.55           	-7.30370806e-09	1.97812425e+00	1.53441192e-07	6.94168878e-08	8.40243039e-08
54.6            	-7.26734807e-09	1.97811243e+00	1.52543712e-07	6.90045081e-08	8.35392043e-08
54.65           	-7.23133406e-09	1.97810065e+00	1.52193681e-07	6.88655062e-08	8.33281743e-08
54.7            	-7.19565486e-09	1.97808895e+00	1.55588347e-07	7.05985186e-08	8.49898284e-08
54.75           	-7.16400602e-09	1.97807727e+00	1.50195604e-07	6.79337961e-08	8.22618081e-08
54.8            	-7.13164045e-09	1.97806560e+00	1.52367348e-07	6.90520337e-08	8.33153146e-08
54.85           	-7.10093923e-09	1.97805400e+00	1.49296088e-07	6.75471049e-08	8.17489834e-08
54.9            	-7.06926522e-09	1.97804244e+00	1.51196105e-07	6.85287874e-08	8.26673179e-08
54.95           	-7.03897036e-09	1.97803092e+00	1.48231262e-07	6.70766604e-08	8.11546012e-08
55              	-7.00775347e-09	1.97801943e+00	1.49636527e-07	6.78105101e-08	8.18260170e-08
55.05           	-6.97769949e-09	1.97800800e+00	1.47251231e-07	6.66479158e-08	8.06033148e-08
55.1            	-6.94698739e-09	1.97799660e+00	1.48170836e-07	6.71384305e-08	8.10324053e-08
55.15           	-6.91725484e-09	1.97798525e+00	1.46233786e-07	6.61996382e-08	8.00341479e-08
55.2            	-6.88708883e-09	1.97797394e+00	1.46763681e-07	6.64947517e-08	8.02689293e-08
55.25           	-6.85773422e-09	1.97796267e+00	1.45182085e-07	6.57333081e-08	7.94487766e-08
55.3            	-6.82812295e-09	1.97795144e+00	1.45420079e-07	6.58819164e-08	7.95381623e-08
55.35           	-6.79918851e-09	1.97794025e+00	1.44099079e-07	6.52503508e-08	7.88487278e-08
55.4            	-6.77012711e-09	1.97792911e+00	1.44127851e-07	6.52937984e-08	7.88340527e-08
55.45           	-6.74164102e-09	1.97791800e+00	1.42995914e-07	6.47563162e-08	7.82395982e-08
55.5            	-6.71312145e-09	1.97790694e+00	1.42876116e-07	6.47249364e-08	7.81511793e-08
55.55           	-6.68510059e-09	1.97789592e+00	1.41881835e-07	6.42558168e-08	7.76260179e-08
55.6            	-6.65711376e-09	1.97788493e+00	1.41656242e-07	6.41710071e-08	7.74852346e-08
55.65           	-6.62956810e-09	1.97787399e+00	1.40763811e-07	6.37523375e-08	7.70114737e-08
55.7            	-6.60210443e-09	1.97786309e+00	1.40462217e-07	6.36290041e-08	7.68332130e-08
55.75           	-6.57503760e-09	1.97785223e+00	1.39646748e-07	6.32483365e-08	7.63984117e-08
55.8            	-6.54808817e-09	1.97784141e+00	1.39289953e-07	6.30968884e-08	7.61930648e-08
55.85           	-6.52150101e-09	1.97783062e+00	1.38533969e-07	6.27454835e-08	7.57884855e-08
55.9            	-6.49505658e-09	1.97781988e+00	1.38136797e-07	6.25733419e-08	7.55634550e-08
55.95           	-6.46894580e-09	1.97780918e+00	1.37427702e-07	6.22449052e-08	7.51827968e-08
56              	-6.44299659e-09	1.97779852e+00	1.37001008e-07	6.20575075e-08	7.49435007e-08
56.05           	-6.41735865e-09	1.97778789e+00	1.36329544e-07	6.17474133e-08	7.45821307e-08
56.1            	-6.39189455e-09	1.97777731e+00	1.35881352e-07	6.15487814e-08	7.43325705e-08
56.15           	-6.36672301e-09	1.97776676e+00	1.35240617e-07	6.12535853e-08	7.39870313e-08
