# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
150.6           	-6.88283737e-11	1.97488967e+00	1.40117003e-07	6.99896733e-08	7.01273301e-08
150.65          	-3.65450974e-10	1.97488975e+00	-2.02177051e-07	-1.01453977e-07	-1.00723075e-07
150.7           	1.21113792e-10	1.97488966e+00	1.55422036e-07	7.78321316e-08	7.75899040e-08
150.75          	-8.64979726e-11	1.97488969e+00	-1.41865314e-07	-7.10191550e-08	-7.08461591e-08
150.8           	1.77181423e-10	1.97488969e+00	1.86125157e-07	9.32397600e-08	9.28853972e-08
150.85          	-1.13513475e-10	1.97488964e+00	-1.36152262e-07	-6.81896443e-08	-6.79626174e-08
150.9           	3.97917008e-11	1.97488969e+00	1.04334142e-07	5.22068625e-08	5.21272791e-08
150.95          	-1.15321804e-11	1.97488960e+00	-6.68334416e-08	-3.34282530e-08	-3.34051886e-08
151             	8.82921764e-11	1.97488968e+00	5.35055505e-08	2.68410674e-08	2.66644831e-08
151.05          	2.56951219e-10	1.97488954e+00	-4.62834244e-08	-2.28847610e-08	-2.33986634e-08
151.1           	1.12920659e-10	1.97488968e+00	2.39187326e-08	1.20722870e-08	1.18464456e-08
151.15          	2.55852510e-10	1.97488951e+00	1.35633897e-08	7.03754737e-09	6.52584235e-09
151.2           	-1.04130445e-10	1.97488966e+00	-2.49051313e-08	-1.25566961e-08	-1.23484352e-08
151.25          	3.05659632e-11	1.97488949e+00	3.86227977e-08	1.93419648e-08	1.92808329e-08
151.3           	-2.58077566e-10	1.97488967e+00	-8.91120038e-08	-4.48140795e-08	-4.42979244e-08
151.35          	2.11616499e-10	1.97488945e+00	7.39007017e-08	3.71619674e-08	3.67387344e-08
151.4           	-3.55336062e-12	1.97488964e+00	-1.08616453e-07	-5.43117799e-08	-5.43046732e-08
151.45          	3.20741513e-10	1.97488945e+00	9.01879533e-08	4.54147181e-08	4.47732351e-08
151.5           	1.00845211e-10	1.97488960e+00	-1.07698467e-07	-5.37483881e-08	-5.39500785e-08
151.55          	3.91715673e-10	1.97488943e+00	1.78718364e-07	8.97508978e-08	8.89674664e-08
151.6           	-1.45765788e-10	1.97488957e+00	-1.44221795e-07	-7.22566631e-08	-7.19651315e-08
151.65          	8.86408678e-11	1.97488944e+00	1.53210472e-07	7.66938768e-08	7.65165950e-08
151.7           	-2.90120965e-10	1.97488953e+00	-2.22574211e-07	-1.11577227e-07	-1.10996985e-07
151.75          	2.20521119e-10	1.97488943e+00	1.69321674e-07	8.48813583e-08	8.44403161e-08
151.8           	-3.52998303e-11	1.97488947e+00	-1.59215968e-07	-7.96432838e-08	-7.95726842e-08
151.85          	2.27101011e-10	1.97488944e+00	1.16181889e-07	5.83180455e-08	5.78638435e-08
151.9           	1.02121908e-11	1.97488943e+00	-1.09942192e-07	-5.49608836e-08	-5.49813080e-08
151.95          	1.45522156e-10	1.97488946e+00	1.32162797e-07	6.62269206e-08	6.59358763e-08
152             	1.94657734e-12	1.97488939e+00	-9.09637824e-08	-4.54799446e-08	-4.54838378e-08
152.05          	8.44646015e-11	1.97488946e+00	6.01500854e-08	3.01595073e-08	2.99905781e-08
152.1           	2.68419475e-10	1.97488935e+00	-3.19322997e-08	-1.56977304e-08	-1.62345693e-08
152.15          	1.36399504e-10	1.97488944e+00	1.92488235e-08	9.76081126e-09	9.48801225e-09
152.2           	2.94979238e-10	1.97488930e+00	-1.03616333e-08	-4.88583743e-09	-5.47579591e-09
152.25          	-6.38024747e-11	1.97488943e+00	-1.65844582e-09	-8.93025383e-10	-7.65420434e-10
152.3           	8.20500245e-11	1.97488928e+00	3.53713136e-08	1.77677068e-08	1.76036068e-08
152.35          	-2.30155176e-10	1.97488946e+00	-8.16018611e-08	-4.10310857e-08	-4.05707754e-08
152.4           	2.46086431e-10	1.97488924e+00	6.59679548e-08	3.32300639e-08	3.27378910e-08
152.45          	2.83174005e-12	1.97488943e+00	-1.10582572e-07	-5.52884542e-08	-5.52941177e-08
152.5           	3.45258846e-10	1.97488924e+00	9.39784402e-08	4.73344789e-08	4.66439612e-08
152.55          	1.09143641e-10	1.97488939e+00	-1.09842889e-07	-5.48123010e-08	-5.50305883e-08
152.6           	4.19445414e-10	1.97488922e+00	1.89646628e-07	9.52427595e-08	9.44038687e-08
152.65          	-1.54115124e-10	1.97488936e+00	-1.53185940e-07	-7.67470852e-08	-7.64388549e-08
152.7           	1.00374918e-10	1.97488923e+00	1.65388646e-07	8.27946979e-08	8.25939480e-08
152.75          	-2.88244433e-10	1.97488931e+00	-1.32945802e-07	-6.67611453e-08	-6.61846564e-08
152.8           	-2.59831945e-11	1.97488923e+00	1.34255902e-07	6.71019680e-08	6.71539344e-08
152.85          	-2.80429450e-10	1.97488927e+00	-1.81969958e-07	-9.12654084e-08	-9.07045495e-08
152.9           	1.01190803e-10	1.97488923e+00	1.35491509e-07	6.78469451e-08	6.76445635e-08
152.95          	-7.07866427e-11	1.97488923e+00	-1.17372711e-07	-5.87571420e-08	-5.86155687e-08
153             	1.06574702e-10	1.97488925e+00	1.48082695e-07	7.41479221e-08	7.39347727e-08
153.05          	1.17357539e-10	1.97488918e+00	-1.01629341e-07	-5.06973130e-08	-5.09320281e-08
153.1           	2.13246681e-10	1.97488926e+00	7.29060994e-08	3.66662964e-08	3.62398030e-08
153.15          	3.52054564e-10	1.97488915e+00	-4.05595256e-08	-1.99277082e-08	-2.06318173e-08
153.2           	3.65276376e-10	1.97488925e+00	2.62923244e-08	1.35114386e-08	1.27808858e-08
153.25          	5.23165693e-10	1.97488909e+00	-7.37687601e-09	-3.16527231e-09	-4.21160370e-09
153.3           	9.08705113e-11	1.97488924e+00	-7.70518787e-09	-3.76172342e-09	-3.94346445e-09
153.35          	2.10042420e-10	1.97488907e+00	3.37762054e-08	1.70981451e-08	1.66780603e-08
153.4           	-1.50778549e-10	1.97488922e+00	-3.77171382e-08	-1.90093476e-08	-1.87077905e-08
153.45          	6.77175069e-12	1.97488906e+00	5.91441796e-08	2.95788616e-08	2.95653181e-08
153.5           	-2.81271501e-10	1.97488924e+00	-1.16165469e-07	-5.83640062e-08	-5.78014632e-08
153.55          	1.75763522e-10	1.97488903e+00	9.51309416e-08	4.77412343e-08	4.73897073e-08
153.6           	-4.89342067e-11	1.97488921e+00	-1.30638692e-07	-6.53682802e-08	-6.52704118e-08
153.65          	3.60787585e-10	1.97488901e+00	2.15178991e-07	1.07950283e-07	1.07228708e-07
153.7           	-2.61615539e-10	1.97488918e+00	-1.68939687e-07	-8.47314590e-08	-8.42082279e-08
153.75          	5.89901172e-11	1.97488902e+00	1.91697362e-07	9.59076712e-08	9.57896910e-08
153.8           	-3.79417549e-10	1.97488913e+00	-1.52742455e-07	-7.67506450e-08	-7.59918099e-08
153.85          	-6.61087459e-11	1.97488903e+00	1.53011891e-07	7.64398368e-08	7.65720543e-08
153.9           	-3.57086536e-10	1.97488909e+00	-2.09708605e-07	-1.05211389e-07	-1.04497216e-07
153.95          	1.02633148e-10	1.97488903e+00	1.57392752e-07	7.87990091e-08	7.85937428e-08
154             	-9.79073834e-11	1.97488904e+00	-1.36826733e-07	-6.85112737e-08	-6.83154589e-08
154.05          	9.67037292e-11	1.97488905e+00	9.79919915e-08	4.90926995e-08	4.88992920e-08
154.1           	5.33001418e-11	1.97488900e+00	-8.66007611e-08	-4.32470804e-08	-4.33536807e-08
154.15          	1.42361636e-10	1.97488906e+00	1.01912577e-07	5.10986501e-08	5.08139269e-08
154.2           	2.57488790e-10	1.97488896e+00	-6.69937145e-08	-3.32393685e-08	-3.37543460e-08
154.25          	2.84026591e-10	1.97488906e+00	3.35800626e-08	1.70740579e-08	1.65060047e-08
154.3           	4.77952597e-10	1.97488893e+00	-1.27013142e-08	-5.87270452e-09	-6.82860972e-09
154.35          	2.98406892e-10	1.97488905e+00	-3.09491059e-09	-1.24904840e-09	-1.84586219e-09
154.4           	4.60330908e-10	1.97488889e+00	2.36673265e-08	1.22939941e-08	1.13733323e-08
154.45          	2.67652259e-11	1.97488904e+00	-2.54268072e-08	-1.26866384e-08	-1.27401688e-08
154.5           	1.63364524e-10	1.97488887e+00	6.18609778e-08	3.10938534e-08	3.07671244e-08
154.55          	-2.03698207e-10	1.97488906e+00	-1.19499655e-07	-5.99535255e-08	-5.95461291e-08
154.6           	2.60933578e-10	1.97488884e+00	9.70895622e-08	4.88057147e-08	4.82838475e-08
154.65          	-2.59850450e-11	1.97488903e+00	-1.44797191e-07	-7.24245806e-08	-7.23726106e-08
154.7           	4.00657614e-10	1.97488884e+00	1.25404843e-07	6.31030790e-08	6.23017638e-08
154.75          	1.35113042e-10	1.97488899e+00	-1.36814508e-07	-6.82721407e-08	-6.85423668e-08
154.8           	4.78284667e-10	1.97488883e+00	2.16341287e-07	1.08648928e-07	1.07692359e-07
154.85          	-1.32802629e-10	1.97488896e+00	-1.72250746e-07	-8.62581757e-08	-8.59925704e-08
154.9           	1.29334515e-10	1.97488884e+00	1.72290756e-07	8.62747126e-08	8.60160436e-08
154.95          	-2.40150069e-10	1.97488891e+00	-1.33439147e-07	-6.69597234e-08	-6.64794233e-08
155             	1.95448988e-11	1.97488886e+00	1.32419191e-07	6.62291405e-08	6.61900507e-08
155.05          	-1.04129892e-10	1.97488888e+00	-1.70012434e-07	-8.51103466e-08	-8.49020869e-08
155.1           	2.14245024e-10	1.97488886e+00	1.26046568e-07	6.32375292e-08	6.28090392e-08
155.15          	1.63242179e-10	1.97488883e+00	-1.02834175e-07	-5.12538454e-08	-5.15803298e-08
155.2           	2.71537302e-10	1.97488889e+00	1.27685186e-07	6.41141302e-08	6.35710556e-08
155.25          	3.18818199e-10	1.97488879e+00	-8.64893202e-08	-4.29258419e-08	-4.35634783e-08
155.3           	3.40712528e-10	1.97488889e+00	4.85267968e-08	2.46041109e-08	2.39226859e-08
155.35          	5.17555266e-10	1.97488876e+00	-2.11183098e-08	-1.00415996e-08	-1.10767101e-08
155.4           	3.14772146e-10	1.97488887e+00	6.75385632e-09	3.69170030e-09	3.06215601e-09
155.45          	4.77582460e-10	1.97488872e+00	9.81101987e-09	5.38309240e-09	4.42792748e-09
155.5           	4.20253966e-11	1.97488887e+00	-1.70484872e-08	-8.48221821e-09	-8.56626900e-09
155.55          	1.92729553e-10	1.97488870e+00	5.71059461e-08	2.87457026e-08	2.83602435e-08
155.6           	-1.85216781e-10	1.97488886e+00	-5.58442985e-08	-2.81073660e-08	-2.77369325e-08
155.65          	-2.22443391e-11	1.97488870e+00	7.28473374e-08	3.64014243e-08	3.64459130e-08
155.7           	-3.16455372e-10	1.97488886e+00	-1.36631390e-07	-6.86321502e-08	-6.79992395e-08
155.75          	1.69883721e-10	1.97488867e+00	1.12348818e-07	5.63442927e-08	5.60045253e-08
155.8           	-5.69439698e-11	1.97488883e+00	-1.42208340e-07	-7.11611142e-08	-7.10472262e-08
155.85          	3.55562219e-10	1.97488866e+00	2.26097836e-07	1.13404480e-07	1.12693356e-07
155.9           	-2.54445558e-10	1.97488880e+00	-1.77275637e-07	-8.88922642e-08	-8.83833731e-08
155.95          	5.54445168e-11	1.97488867e+00	1.88733898e-07	9.44223935e-08	9.43115045e-08
156             	-2.65810221e-10	1.97488876e+00	-1.44017881e-07	-7.22747509e-08	-7.17431304e-08
156.05          	2.34239452e-11	1.97488869e+00	1.46295501e-07	7.31711745e-08	7.31243266e-08
156.1           	-1.45614969e-10	1.97488871e+00	-1.91766115e-07	-9.60286724e-08	-9.57374424e-08
156.15          	2.19966314e-10	1.97488870e+00	1.41366361e-07	7.09031466e-08	7.04632140e-08
156.2           	1.47046306e-10	1.97488867e+00	-1.18088201e-07	-5.88970539e-08	-5.91911466e-08
156.25          	2.63084122e-10	1.97488871e+00	8.34569131e-08	4.19915407e-08	4.14653724e-08
156.3           	2.06688032e-10	1.97488864e+00	-7.08264081e-08	-3.52065160e-08	-3.56198921e-08
156.35          	2.14386352e-10	1.97488873e+00	7.53263820e-08	3.78775774e-08	3.74488047e-08
156.4           	3.57135586e-10	1.97488860e+00	-4.71868760e-08	-2.32363024e-08	-2.39505736e-08
156.45          	3.26843095e-10	1.97488872e+00	1.04540263e-08	5.55385622e-09	4.90017003e-09
156.5           	5.48089933e-10	1.97488858e+00	5.57342796e-09	3.33480391e-09	2.23862405e-09
156.55          	3.56502035e-10	1.97488871e+00	-2.11310071e-08	-1.02090015e-08	-1.09220056e-08
156.6           	5.37646521e-10	1.97488854e+00	5.28800190e-08	2.69776560e-08	2.59023630e-08
156.65          	5.54845082e-11	1.97488871e+00	-4.69941149e-08	-2.34415730e-08	-2.35525420e-08
156.7           	1.87769002e-10	1.97488853e+00	8.14760656e-08	4.09258018e-08	4.05502638e-08
156.75          	-2.10252958e-10	1.97488872e+00	-1.47411842e-07	-7.39161741e-08	-7.34956681e-08
156.8           	2.88945689e-10	1.97488850e+00	1.17493822e-07	5.90358568e-08	5.84579654e-08
156.85          	-1.32997223e-11	1.97488869e+00	-1.61095343e-07	-8.05609711e-08	-8.05343717e-08
156.9           	4.17305744e-10	1.97488851e+00	1.36117248e-07	6.84759296e-08	6.76413181e-08
156.95          	1.42647961e-10	1.97488865e+00	-1.44422164e-07	-7.20684340e-08	-7.23537299e-08
157             	4.72896827e-10	1.97488851e+00	2.19039708e-07	1.09992751e-07	1.09046957e-07
157.05          	-4.40941225e-11	1.97488862e+00	-1.69301973e-07	-8.46950808e-08	-8.46068925e-08
157.1           	1.92660787e-10	1.97488853e+00	1.65678928e-07	8.30321250e-08	8.26468035e-08
157.15          	-5.97899354e-11	1.97488857e+00	-1.24523949e-07	-6.23217646e-08	-6.22021847e-08
157.2           	1.57287498e-10	1.97488854e+00	1.21826303e-07	6.10704388e-08	6.07558639e-08
157.25          	4.59526333e-11	1.97488853e+00	-1.52639657e-07	-7.62738759e-08	-7.63657812e-08
157.3           	2.69218593e-10	1.97488854e+00	1.09922206e-07	5.52303214e-08	5.46918842e-08
157.35          	2.30284711e-10	1.97488849e+00	-8.50271885e-08	-4.22833095e-08	-4.27438790e-08
157.4           	2.68043244e-10	1.97488858e+00	1.00122631e-07	5.03293589e-08	4.97932724e-08
157.45          	3.81682613e-10	1.97488846e+00	-6.51141470e-08	-3.21753909e-08	-3.29387561e-08
157.5           	3.54437456e-10	1.97488858e+00	2.39534584e-08	1.23311667e-08	1.16222918e-08
157.55          	5.77152576e-10	1.97488843e+00	-1.44751424e-09	-1.46604545e-10	-1.30090970e-09
157.6           	3.60925230e-10	1.97488856e+00	-1.25748179e-08	-5.92648372e-09	-6.64833418e-09
157.65          	5.50825600e-10	1.97488839e+00	4.15243130e-08	2.13129821e-08	2.02113309e-08
157.7           	4.65212489e-11	1.97488857e+00	-4.02858302e-08	-2.00963939e-08	-2.01894363e-08
157.75          	1.99667100e-10	1.97488838e+00	8.03281307e-08	4.03637325e-08	3.99643983e-08
157.8           	-2.19166792e-10	1.97488855e+00	-7.37859803e-08	-3.71121570e-08	-3.66738234e-08
157.85          	-6.36807166e-11	1.97488838e+00	8.56897856e-08	4.27812121e-08	4.29085735e-08
157.9           	-3.68323396e-10	1.97488854e+00	-1.53454188e-07	-7.70954172e-08	-7.63587704e-08
157.95          	1.37059748e-10	1.97488836e+00	1.25327045e-07	6.28005821e-08	6.25264626e-08
158             	-8.84692461e-11	1.97488851e+00	-1.48604250e-07	-7.43905944e-08	-7.42136559e-08
158.05          	3.14529574e-10	1.97488836e+00	2.29675331e-07	1.15152195e-07	1.14523136e-07
158.1           	-2.16599549e-10	1.97488848e+00	-1.75890588e-07	-8.81618937e-08	-8.77286946e-08
158.15          	6.69232319e-11	1.97488838e+00	1.81838488e-07	9.09861671e-08	9.08523207e-08
158.2           	-2.13739594e-10	1.97488843e+00	-1.37054171e-07	-6.87408252e-08	-6.83133460e-08
158.25          	3.94730948e-11	1.97488840e+00	1.34691313e-07	6.73851294e-08	6.73061832e-08
158.3           	-8.88623362e-11	1.97488839e+00	-1.71680671e-07	-8.59291978e-08	-8.57514732e-08
158.35          	1.95482538e-10	1.97488841e+00	1.24562054e-07	6.24765096e-08	6.20855446e-08
158.4           	1.51660447e-10	1.97488835e+00	-9.85673374e-08	-4.91320082e-08	-4.94353291e-08
158.45          	2.04275200e-10	1.97488841e+00	6.64321478e-08	3.34203491e-08	3.30117987e-08
158.5           	1.75897933e-10	1.97488833e+00	-5.27944613e-08	-2.62213327e-08	-2.65731286e-08
158.55          	1.36563189e-10	1.97488844e+00	4.87208020e-08	2.44969642e-08	2.42238378e-08
158.6           	3.46495308e-10	1.97488829e+00	-2.61038699e-08	-1.27054396e-08	-1.33984302e-08
158.65          	2.80598869e-10	1.97488843e+00	-1.16547444e-08	-5.54677332e-09	-6.10797106e-09
158.7           	5.41635545e-10	1.97488828e+00	2.27914317e-08	1.19373514e-08	1.08540803e-08
158.75          	3.38865324e-10	1.97488842e+00	-3.90319880e-08	-1.91771287e-08	-1.98548593e-08
158.8           	5.41948158e-10	1.97488824e+00	7.99819720e-08	4.05329341e-08	3.94490378e-08
158.85          	1.36330579e-11	1.97488842e+00	-6.73112244e-08	-3.36419792e-08	-3.36692453e-08
158.9           	1.34407021e-10	1.97488824e+00	9.64709508e-08	4.83698824e-08	4.81010684e-08
158.95          	-2.75145097e-10	1.97488842e+00	-1.66847528e-07	-8.36989092e-08	-8.31486190e-08
159             	2.47911384e-10	1.97488822e+00	1.32230183e-07	6.63630029e-08	6.58671801e-08
159.05          	-5.11867345e-11	1.97488839e+00	-1.69056991e-07	-8.45796821e-08	-8.44773086e-08
159.1           	3.70730464e-10	1.97488823e+00	1.40606699e-07	7.06740802e-08	6.99326193e-08
159.15          	1.02839993e-10	1.97488835e+00	-1.45352854e-07	-7.25735871e-08	-7.27792671e-08
159.2           	4.10764986e-10	1.97488824e+00	2.12997787e-07	1.06909659e-07	1.06088129e-07
159.25          	-3.98582917e-11	1.97488832e+00	-1.62344911e-07	-8.12123140e-08	-8.11325975e-08
159.3           	1.72950691e-10	1.97488826e+00	1.52586277e-07	7.64660893e-08	7.61201879e-08
159.35          	-1.92236167e-11	1.97488828e+00	-1.12225889e-07	-5.61321681e-08	-5.60937208e-08
159.4           	1.66294834e-10	1.97488827e+00	1.07224207e-07	5.37783985e-08	5.34458088e-08
159.45          	9.85618887e-11	1.97488824e+00	-1.30255427e-07	-6.50291516e-08	-6.52262753e-08
159.5           	2.41880374e-10	1.97488828e+00	9.16923098e-08	4.60880353e-08	4.56042745e-08
159.55          	2.31634107e-10	1.97488820e+00	-6.44921234e-08	-3.20144276e-08	-3.24776958e-08
159.6           	2.09051262e-10	1.97488831e+00	6.98566920e-08	3.51373973e-08	3.47192947e-08
159.65          	3.99932732e-10	1.97488817e+00	-4.17204676e-08	-2.04603011e-08	-2.12601665e-08
159.7           	3.29994367e-10	1.97488831e+00	-1.92413242e-09	-6.32071842e-10	-1.29206058e-09
159.75          	5.99664076e-10	1.97488815e+00	1.84530712e-08	9.82619966e-09	8.62687151e-09
159.8           	3.73472958e-10	1.97488830e+00	-3.32830945e-08	-1.62680743e-08	-1.70150202e-08
159.85          	5.89821719e-10	1.97488811e+00	7.43070598e-08	3.77433516e-08	3.65637082e-08
159.9           	2.13375388e-11	1.97488830e+00	-6.47656497e-08	-3.23614873e-08	-3.24041624e-08
159.95          	1.63963816e-10	1.97488811e+00	9.97356288e-08	5.00317782e-08	4.97038506e-08
160             	-2.75888477e-10	1.97488827e+00	-8.71137233e-08	-4.38327501e-08	-4.32809732e-08
160.05          	-1.50921691e-10	1.97488812e+00	9.17463877e-08	4.57222721e-08	4.60241155e-08
160.1           	-4.38107506e-10	1.97488826e+00	-1.57630796e-07	-7.92535057e-08	-7.83772907e-08
160.15          	5.41905551e-11	1.97488811e+00	1.28185935e-07	6.41471580e-08	6.40387769e-08
160.2           	-1.44864243e-10	1.97488823e+00	-1.43931484e-07	-7.21106064e-08	-7.18208779e-08
160.25          	2.22537941e-10	1.97488812e+00	2.16736954e-07	1.08591015e-07	1.08145939e-07
160.3           	-2.17397530e-10	1.97488820e+00	-1.64243865e-07	-8.23393301e-08	-8.19045350e-08
160.35          	2.82202942e-11	1.97488814e+00	1.61848631e-07	8.09525355e-08	8.08960950e-08
160.4           	-1.71963247e-10	1.97488816e+00	-1.18581905e-07	-5.94629157e-08	-5.91189892e-08
160.45          	3.75573523e-11	1.97488815e+00	1.14496731e-07	5.72859226e-08	5.72108079e-08
160.5           	-3.32210710e-11	1.97488812e+00	-1.40539699e-07	-7.03030705e-08	-7.02366284e-08
160.55          	1.50974566e-10	1.97488816e+00	9.90160333e-08	4.96589912e-08	4.93570421e-08
160.6           	1.46261803e-10	1.97488808e+00	-7.18474874e-08	-3.57774819e-08	-3.60700055e-08
160.65          	1.44144081e-10	1.97488819e+00	7.93435873e-08	3.98159377e-08	3.95276496e-08
160.7           	3.19358173e-10	1.97488805e+00	-4.76074730e-08	-2.34843783e-08	-2.41230947e-08
160.75          	2.54622682e-10	1.97488820e+00	3.90967009e-09	2.20945773e-09	1.70021236e-09
160.8           	5.25368609e-10	1.97488803e+00	1.54090621e-08	8.22989968e-09	7.17916246e-09
160.85          	3.05146518e-10	1.97488818e+00	-2.98987759e-08	-1.46442414e-08	-1.52545345e-08
160.9           	5.27422926e-10	1.97488799e+00	6.93856244e-08	3.52202351e-08	3.41653893e-08
160.95          	-3.17787465e-11	1.97488819e+00	-6.18611089e-08	-3.09623332e-08	-3.08987757e-08
161             	1.18769023e-10	1.97488799e+00	9.85690879e-08	4.94033130e-08	4.91657749e-08
161.05          	-3.24617651e-10	1.97488816e+00	-8.70177460e-08	-4.38334906e-08	-4.31842553e-08
161.1           	-2.02935944e-10	1.97488800e+00	9.10433772e-08	4.53187527e-08	4.57246245e-08
161.15          	-4.93535404e-10	1.97488815e+00	-1.57059486e-07	-7.90232784e-08	-7.80362076e-08
161.2           	2.89259990e-12	1.97488800e+00	1.28718947e-07	6.43623661e-08	6.43565809e-08
161.25          	-2.00068309e-10	1.97488812e+00	-1.45625727e-07	-7.30129320e-08	-7.26127954e-08
161.3           	1.76951777e-10	1.97488801e+00	2.20225410e-07	1.10289657e-07	1.09935753e-07
161.35          	-2.68414773e-10	1.97488809e+00	-1.67144077e-07	-8.38404532e-08	-8.33036237e-08
161.4           	-1.38011495e-11	1.97488803e+00	1.65473861e-07	8.27231296e-08	8.27507319e-08
161.45          	-2.19345188e-10	1.97488804e+00	-1.21714428e-07	-6.10765592e-08	-6.06378688e-08
161.5           	-3.61373334e-12	1.97488804e+00	1.17425398e-07	5.87090853e-08	5.87163128e-08
161.55          	-7.70253300e-11	1.97488800e+00	-1.44485400e-07	-7.23197256e-08	-7.21656749e-08
161.6           	1.15950500e-10	1.97488805e+00	1.01937878e-07	5.10848894e-08	5.08529884e-08
161.65          	1.12149588e-10	1.97488797e+00	-7.44231442e-08	-3.70994225e-08	-3.73237217e-08
161.7           	1.15715225e-10	1.97488809e+00	8.27547617e-08	4.14930961e-08	4.12616656e-08
161.75          	2.91415250e-10	1.97488794e+00	-4.95939712e-08	-2.45055703e-08	-2.50884008e-08
161.8           	2.28391833e-10	1.97488809e+00	5.77166757e-09	3.11422562e-09	2.65744195e-09
161.85          	5.02470946e-10	1.97488792e+00	1.45349989e-08	7.76997038e-09	6.76502849e-09
161.9           	2.81622616e-10	1.97488807e+00	-2.89318597e-08	-1.41843072e-08	-1.47475525e-08
161.95          	5.06942610e-10	1.97488788e+00	6.76890221e-08	3.43514536e-08	3.33375684e-08
162             	-5.50280609e-11	1.97488808e+00	-6.10045324e-08	-3.05572943e-08	-3.04472381e-08
162.05          	9.74056574e-11	1.97488789e+00	9.83935384e-08	4.92941749e-08	4.90993636e-08
162.1           	-3.50287786e-10	1.97488806e+00	-8.72679592e-08	-4.39842674e-08	-4.32836918e-08
162.15          	-1.71488165e-10	1.97488789e+00	1.08634864e-07	5.41459438e-08	5.44889201e-08
162.2           	-5.22472790e-10	1.97488806e+00	-1.86880333e-07	-9.39626391e-08	-9.29176935e-08
162.25          	4.57211275e-11	1.97488788e+00	1.51851994e-07	7.59717180e-08	7.58802757e-08
162.3           	-2.00768524e-10	1.97488802e+00	-1.66494621e-07	-8.34480789e-08	-8.30465419e-08
162.35          	2.05876323e-10	1.97488790e+00	1.36632349e-07	6.85220508e-08	6.81102981e-08
162.4           	-1.89009509e-11	1.97488799e+00	-1.38524586e-07	-6.92811939e-08	-6.92433920e-08
162.45          	2.59561540e-10	1.97488791e+00	1.92339900e-07	9.64295117e-08	9.59103886e-08
162.5           	-7.36958593e-11	1.97488795e+00	-1.43791422e-07	-7.19694070e-08	-7.18220153e-08
162.55          	1.09395202e-10	1.97488793e+00	1.28955278e-07	6.45870344e-08	6.43682440e-08
162.6           	-2.15076333e-11	1.97488791e+00	-1.65708363e-07	-8.28756890e-08	-8.28326737e-08
162.65          	2.08849578e-10	1.97488794e+00	1.19896955e-07	6.01573272e-08	5.97396280e-08
162.7           	1.81570666e-10	1.97488787e+00	-8.82562387e-08	-4.39465487e-08	-4.43096900e-08
162.75          	1.89609451e-10	1.97488796e+00	5.54260589e-08	2.79026389e-08	2.75234200e-08
162.8           	1.81043197e-10	1.97488785e+00	-4.26449262e-08	-2.11414199e-08	-2.15035063e-08
162.85          	1.05109684e-10	1.97488799e+00	3.06624170e-08	1.54363182e-08	1.52260988e-08
162.9           	3.80975856e-10	1.97488782e+00	-1.01317558e-08	-4.68490203e-09	-5.44685375e-09
162.95          	2.81191408e-10	1.97488799e+00	-2.94321617e-08	-1.44348894e-08	-1.49972722e-08
163             	5.88554749e-10	1.97488781e+00	3.68912103e-08	1.90341599e-08	1.78570504e-08
163.05          	3.62006420e-10	1.97488797e+00	-5.57454377e-08	-2.75107124e-08	-2.82347253e-08
163.1           	5.90874589e-10	1.97488777e+00	1.04779075e-07	5.29804121e-08	5.17986629e-08
163.15          	-1.05977724e-11	1.97488797e+00	-8.61320013e-08	-4.30765984e-08	-4.30554029e-08
163.2           	1.21820327e-10	1.97488777e+00	1.27268075e-07	6.37558576e-08	6.35122170e-08
163.25          	-3.60351715e-10	1.97488795e+00	-1.13158512e-07	-5.69396077e-08	-5.62189043e-08
163.3           	-1.44427555e-10	1.97488778e+00	1.28307037e-07	6.40090911e-08	6.42979462e-08
163.35          	-4.86170540e-10	1.97488795e+00	-2.01995173e-07	-1.01483757e-07	-1.00511416e-07
163.4           	9.39684474e-11	1.97488778e+00	1.61836770e-07	8.10123536e-08	8.08244167e-08
163.45          	-1.31980186e-10	1.97488791e+00	-1.64867268e-07	-8.25656140e-08	-8.23016537e-08
163.5           	2.61804201e-10	1.97488780e+00	2.36517455e-07	1.18520532e-07	1.17996923e-07
163.55          	-1.81159933e-10	1.97488788e+00	-1.78344801e-07	-8.93535604e-08	-8.89912405e-08
163.6           	7.25033035e-11	1.97488782e+00	1.64675964e-07	8.24104855e-08	8.22654789e-08
163.65          	-9.92219107e-11	1.97488783e+00	-1.18162289e-07	-5.91803662e-08	-5.89819224e-08
163.7           	1.07331776e-10	1.97488784e+00	1.12766961e-07	5.64908124e-08	5.62761488e-08
163.75          	6.09124969e-11	1.97488779e+00	-1.34335418e-07	-6.71067966e-08	-6.72286216e-08
163.8           	1.88554285e-10	1.97488785e+00	9.26020161e-08	4.64895623e-08	4.61124538e-08
163.85          	1.94730049e-10	1.97488776e+00	-6.07684827e-08	-3.01895113e-08	-3.05789714e-08
