# Region type : patch outlet
#     Faces  : 10
#     Area   : 9.65749567e-02
#          Time	max(U)	max(p)
           15.6	(1.41924320e+00 1.49797518e-07 0.00000000e+00)	0.00000000e+00
          15.65	(1.42111042e+00 1.57434766e-07 0.00000000e+00)	0.00000000e+00
           15.7	(1.42296802e+00 1.65202887e-07 0.00000000e+00)	0.00000000e+00
          15.75	(1.42481604e+00 1.73093534e-07 0.00000000e+00)	0.00000000e+00
           15.8	(1.42665454e+00 1.81098345e-07 0.00000000e+00)	0.00000000e+00
          15.85	(1.42848356e+00 1.89208983e-07 0.00000000e+00)	0.00000000e+00
           15.9	(1.43030316e+00 1.97417182e-07 0.00000000e+00)	0.00000000e+00
          15.95	(1.43211338e+00 2.05714780e-07 0.00000000e+00)	0.00000000e+00
             16	(1.43391428e+00 2.14093756e-07 0.00000000e+00)	0.00000000e+00
          16.05	(1.43570591e+00 2.22546259e-07 0.00000000e+00)	0.00000000e+00
           16.1	(1.43748830e+00 2.31064636e-07 0.00000000e+00)	0.00000000e+00
          16.15	(1.43926152e+00 2.39641456e-07 0.00000000e+00)	0.00000000e+00
           16.2	(1.44102561e+00 2.48269524e-07 0.00000000e+00)	0.00000000e+00
          16.25	(1.44278063e+00 2.56941904e-07 0.00000000e+00)	0.00000000e+00
           16.3	(1.44452660e+00 2.65651927e-07 0.00000000e+00)	0.00000000e+00
          16.35	(1.44626360e+00 2.74393203e-07 0.00000000e+00)	0.00000000e+00
           16.4	(1.44799165e+00 2.83159624e-07 0.00000000e+00)	0.00000000e+00
          16.45	(1.44971082e+00 2.91945372e-07 0.00000000e+00)	0.00000000e+00
           16.5	(1.45142114e+00 3.00744910e-07 0.00000000e+00)	0.00000000e+00
          16.55	(1.45312266e+00 3.09552999e-07 0.00000000e+00)	0.00000000e+00
           16.6	(1.45481544e+00 3.18364714e-07 0.00000000e+00)	0.00000000e+00
          16.65	(1.45649951e+00 3.27175356e-07 0.00000000e+00)	0.00000000e+00
           16.7	(1.45817493e+00 3.35980497e-07 0.00000000e+00)	0.00000000e+00
          16.75	(1.45984173e+00 3.44775997e-07 0.00000000e+00)	0.00000000e+00
           16.8	(1.46149996e+00 3.53557966e-07 0.00000000e+00)	0.00000000e+00
          16.85	(1.46314968e+00 3.62322754e-07 0.00000000e+00)	0.00000000e+00
           16.9	(1.46479092e+00 3.71066957e-07 0.00000000e+00)	0.00000000e+00
          16.95	(1.46642372e+00 3.79787387e-07 0.00000000e+00)	0.00000000e+00
             17	(1.46804814e+00 3.88481048e-07 0.00000000e+00)	0.00000000e+00
          17.05	(1.46966422e+00 3.97145167e-07 0.00000000e+00)	0.00000000e+00
           17.1	(1.47127200e+00 4.05777124e-07 0.00000000e+00)	0.00000000e+00
          17.15	(1.47287152e+00 4.14374488e-07 0.00000000e+00)	0.00000000e+00
           17.2	(1.47446283e+00 4.22935000e-07 0.00000000e+00)	0.00000000e+00
          17.25	(1.47604598e+00 4.31456548e-07 0.00000000e+00)	0.00000000e+00
           17.3	(1.47762099e+00 4.39937159e-07 0.00000000e+00)	0.00000000e+00
          17.35	(1.47918793e+00 4.48374989e-07 0.00000000e+00)	0.00000000e+00
           17.4	(1.48074683e+00 4.56768316e-07 0.00000000e+00)	0.00000000e+00
          17.45	(1.48229772e+00 4.65115526e-07 0.00000000e+00)	0.00000000e+00
           17.5	(1.48384067e+00 4.73415110e-07 0.00000000e+00)	0.00000000e+00
          17.55	(1.48537570e+00 4.81665653e-07 0.00000000e+00)	0.00000000e+00
           17.6	(1.48690285e+00 4.89865847e-07 0.00000000e+00)	0.00000000e+00
          17.65	(1.48842218e+00 4.98014450e-07 0.00000000e+00)	0.00000000e+00
           17.7	(1.48993372e+00 5.06110272e-07 0.00000000e+00)	0.00000000e+00
          17.75	(1.49143751e+00 5.14152224e-07 0.00000000e+00)	0.00000000e+00
           17.8	(1.49293359e+00 5.22139271e-07 0.00000000e+00)	0.00000000e+00
          17.85	(1.49442200e+00 5.30070433e-07 0.00000000e+00)	0.00000000e+00
           17.9	(1.49590279e+00 5.37944766e-07 0.00000000e+00)	0.00000000e+00
          17.95	(1.49737600e+00 5.45761393e-07 0.00000000e+00)	0.00000000e+00
             18	(1.49884165e+00 5.53519488e-07 0.00000000e+00)	0.00000000e+00
          18.05	(1.50029980e+00 5.61218264e-07 0.00000000e+00)	0.00000000e+00
           18.1	(1.50175048e+00 5.68856982e-07 0.00000000e+00)	0.00000000e+00
          18.15	(1.50319373e+00 5.76434943e-07 0.00000000e+00)	0.00000000e+00
           18.2	(1.50462959e+00 5.83951456e-07 0.00000000e+00)	0.00000000e+00
          18.25	(1.50605811e+00 5.91405873e-07 0.00000000e+00)	0.00000000e+00
           18.3	(1.50747931e+00 5.98797588e-07 0.00000000e+00)	0.00000000e+00
          18.35	(1.50889323e+00 6.06126032e-07 0.00000000e+00)	0.00000000e+00
           18.4	(1.51029992e+00 6.13390657e-07 0.00000000e+00)	0.00000000e+00
          18.45	(1.51169942e+00 6.20590940e-07 0.00000000e+00)	0.00000000e+00
           18.5	(1.51309175e+00 6.27726389e-07 0.00000000e+00)	0.00000000e+00
          18.55	(1.51447696e+00 6.34796538e-07 0.00000000e+00)	0.00000000e+00
           18.6	(1.51585509e+00 6.41800946e-07 0.00000000e+00)	0.00000000e+00
          18.65	(1.51722617e+00 6.48739200e-07 0.00000000e+00)	0.00000000e+00
           18.7	(1.51859024e+00 6.55610905e-07 0.00000000e+00)	0.00000000e+00
          18.75	(1.51994733e+00 6.62415694e-07 0.00000000e+00)	0.00000000e+00
           18.8	(1.52129749e+00 6.69153220e-07 0.00000000e+00)	0.00000000e+00
          18.85	(1.52264074e+00 6.75823159e-07 0.00000000e+00)	0.00000000e+00
           18.9	(1.52397713e+00 6.82425208e-07 0.00000000e+00)	0.00000000e+00
          18.95	(1.52530669e+00 6.88959085e-07 0.00000000e+00)	0.00000000e+00
             19	(1.52662946e+00 6.95424529e-07 0.00000000e+00)	0.00000000e+00
          19.05	(1.52794547e+00 7.01821300e-07 0.00000000e+00)	0.00000000e+00
           19.1	(1.52925476e+00 7.08149176e-07 0.00000000e+00)	0.00000000e+00
          19.15	(1.53055736e+00 7.14407957e-07 0.00000000e+00)	0.00000000e+00
           19.2	(1.53185330e+00 7.20597459e-07 0.00000000e+00)	0.00000000e+00
          19.25	(1.53314263e+00 7.26717520e-07 0.00000000e+00)	0.00000000e+00
           19.3	(1.53442538e+00 7.32767995e-07 0.00000000e+00)	0.00000000e+00
          19.35	(1.53570158e+00 7.38748756e-07 0.00000000e+00)	0.00000000e+00
           19.4	(1.53697126e+00 7.44659694e-07 0.00000000e+00)	0.00000000e+00
          19.45	(1.53823446e+00 7.50500716e-07 0.00000000e+00)	0.00000000e+00
           19.5	(1.53949122e+00 7.56271746e-07 0.00000000e+00)	0.00000000e+00
          19.55	(1.54074156e+00 7.61972725e-07 0.00000000e+00)	0.00000000e+00
           19.6	(1.54198553e+00 7.67603608e-07 0.00000000e+00)	0.00000000e+00
          19.65	(1.54322315e+00 7.73164369e-07 0.00000000e+00)	0.00000000e+00
           19.7	(1.54445445e+00 7.78654993e-07 0.00000000e+00)	0.00000000e+00
          19.75	(1.54567948e+00 7.84075482e-07 0.00000000e+00)	0.00000000e+00
           19.8	(1.54689826e+00 7.89425854e-07 0.00000000e+00)	0.00000000e+00
          19.85	(1.54811082e+00 7.94706137e-07 0.00000000e+00)	0.00000000e+00
           19.9	(1.54931720e+00 7.99916376e-07 0.00000000e+00)	0.00000000e+00
          19.95	(1.55051744e+00 8.05056630e-07 0.00000000e+00)	0.00000000e+00
             20	(1.55171155e+00 8.10126967e-07 0.00000000e+00)	0.00000000e+00
