0 	1.53103
0.049920641 	1.5224393
0.099841283 	1.5138486
0.14976192 	1.5059148
0.19968257 	1.4979811
0.24960321 	1.490335
0.29952385 	1.4826889
0.34944449 	1.4750553
0.39936513 	1.4674216
0.44928577 	1.4596966
0.49920641 	1.4519716
0.54912706 	1.4441844
0.5990477 	1.4363972
0.64896834 	1.4286057
0.69888898 	1.4208141
0.74880962 	1.4130479
0.79873026 	1.4052818
0.8486509 	1.3975415
0.89857154 	1.3898012
0.94849219 	1.3820766
0.99841283 	1.3743519
1.0483335 	1.3666352
1.0982541 	1.3589185
1.1481748 	1.3512074
1.1980954 	1.3434963
1.248016 	1.3357914
1.2979367 	1.3280864
1.3478573 	1.3203881
1.397778 	1.3126897
1.4476986 	1.3049978
1.4976192 	1.2973059
1.5475399 	1.2896196
1.5974605 	1.2819333
1.6473812 	1.274252
1.6973018 	1.2665706
1.7472224 	1.2588936
1.7971431 	1.2512165
1.8470637 	1.2435435
1.8969844 	1.2358705
1.946905 	1.228201
1.9968257 	1.2205316
2.0467463 	1.2128656
2.0966669 	1.2051996
2.1465876 	1.1975368
2.1965082 	1.1898739
2.2464289 	1.182214
2.2963495 	1.1745541
2.3462701 	1.1668968
2.3961908 	1.1592395
2.4461114 	1.1515847
2.4960321 	1.1439299
2.5459527 	1.1362774
2.5958734 	1.1286249
2.645794 	1.1209746
2.6957146 	1.1133242
2.7456353 	1.1056759
2.7955559 	1.0980276
2.8454766 	1.0903811
2.8953972 	1.0827346
2.9453178 	1.0750898
2.9952385 	1.0674451
3.0451591 	1.059802
3.0950798 	1.0521589
3.1450004 	1.0445173
3.194921 	1.0368758
3.2448417 	1.0292356
3.2947623 	1.0215954
3.344683 	1.0139565
3.3946036 	1.0063177
3.4445243 	0.99868006
3.4944449 	0.99104245
3.5443655 	0.983406
3.5942862 	0.97576955
3.6442068 	0.96813419
3.6941275 	0.96049882
3.7440481 	0.95286448
3.7939687 	0.94523014
3.8438894 	0.93759675
3.89381 	0.92996336
3.9437307 	0.92233086
3.9936513 	0.91469837
4.043572 	0.90706671
4.0934926 	0.89943504
4.1434132 	0.89180417
4.1933339 	0.88417329
4.2432545 	0.87654315
4.2931752 	0.86891301
4.3430958 	0.86128355
4.3930164 	0.8536541
4.4429371 	0.84602529
4.4928577 	0.83839648
4.5427784 	0.83076828
4.592699 	0.82314008
4.6426196 	0.81551244
4.6925403 	0.8078848
4.7424609 	0.8002577
4.7923816 	0.79263059
4.8423022 	0.78500398
4.8922229 	0.77737737
4.9421435 	0.76975122
4.9920641 	0.76212508
5.0419848 	0.75449937
5.0919054 	0.74687366
5.1418261 	0.73924837
5.1917467 	0.73162307
5.2416673 	0.72399815
5.291588 	0.71637324
5.3415086 	0.70874869
5.3914293 	0.70112413
5.4413499 	0.69349991
5.4912706 	0.68587569
5.5411912 	0.67825178
5.5911118 	0.67062788
5.6410325 	0.66300427
5.6909531 	0.65538066
5.7408738 	0.64775733
5.7907944 	0.64013399
5.840715 	0.63251091
5.8906357 	0.62488784
5.9405563 	0.617265
5.990477 	0.60964217
6.0403976 	0.60201956
6.0903182 	0.59439695
6.1402389 	0.58677456
6.1901595 	0.57915216
6.2400802 	0.57152996
6.2900008 	0.56390776
6.3399215 	0.55628575
6.3898421 	0.54866374
6.4397627 	0.5410419
6.4896834 	0.53342007
6.539604 	0.52579839
6.5895247 	0.51817671
6.6394453 	0.51055518
6.6893659 	0.50293366
6.7392866 	0.49531228
6.7892072 	0.48769089
6.8391279 	0.48006964
6.8890485 	0.47244839
6.9389692 	0.46482726
6.9888898 	0.45720613
7.0388104 	0.44958512
7.0887311 	0.44196411
7.1386517 	0.43434321
7.1885724 	0.42672231
7.238493 	0.41910151
7.2884136 	0.41148071
7.3383343 	0.40386
7.3882549 	0.39623928
7.4381756 	0.38861866
7.4880962 	0.38099804
7.5380168 	0.37337751
7.5879375 	0.36575697
7.6378581 	0.35813651
7.6877788 	0.35051605
7.7376994 	0.34289566
7.7876201 	0.33527528
7.8375407 	0.32765495
7.8874613 	0.32003463
7.937382 	0.31241437
7.9873026 	0.3047941
8.0372233 	0.2971739
8.0871439 	0.2895537
8.1370645 	0.28193355
8.1869852 	0.27431341
8.2369058 	0.26669331
8.2868265 	0.25907321
8.3367471 	0.25145316
8.3866678 	0.24383311
8.4365884 	0.2362131
8.486509 	0.22859309
8.5364297 	0.22097313
8.5863503 	0.21335316
8.636271 	0.20573323
8.6861916 	0.1981133
8.7361122 	0.19049341
8.7860329 	0.18287352
8.8359535 	0.17525366
8.8858742 	0.1676338
8.9357948 	0.16001397
8.9857154 	0.15239415
9.0356361 	0.14477434
9.0855567 	0.13715454
9.1354774 	0.12953476
9.185398 	0.12191499
9.2353187 	0.11429524
9.2852393 	0.10667549
9.3351599 	0.099055764
9.3850806 	0.091436036
9.4350012 	0.08381633
9.4849219 	0.076196624
9.5348425 	0.068576937
9.5847631 	0.06095725
9.6346838 	0.05333758
9.6846044 	0.045717911
9.7345251 	0.038098255
9.7844457 	0.0304786
9.8343664 	0.022858955
9.884287 	0.015239311
9.9342076 	0.0076196554
9.9841283 	0
