0 	1.5443372 	0 	0
0.049920641 	1.5444212 	3.4277013e-10 	0
0.099841283 	1.544505 	1.4838026e-10 	0
0.14976192 	1.5447872 	-7.5991399e-10 	0
0.19968257 	1.5450692 	-1.5393425e-09 	0
0.24960321 	1.5451741 	-3.1695958e-09 	0
0.29952385 	1.5452787 	-4.4421189e-09 	0
0.34944449 	1.5453798 	-5.0976739e-09 	0
0.39936513 	1.5454806 	-5.4110769e-09 	0
0.44928577 	1.5456387 	-4.2422585e-09 	0
0.49920641 	1.5457966 	-2.8471808e-09 	0
0.54912706 	1.5459898 	-5.656742e-10 	0
0.5990477 	1.5461828 	1.8576054e-09 	0
0.64896834 	1.5463741 	3.9701028e-09 	0
0.69888898 	1.546565 	6.2021275e-09 	0
0.74880962 	1.5467361 	7.4994678e-09 	0
0.79873026 	1.5469068 	8.9278352e-09 	0
0.8486509 	1.5470581 	9.5203303e-09 	0
0.89857154 	1.5472092 	1.0256689e-08 	0
0.94849219 	1.5473475 	1.0546424e-08 	0
0.99841283 	1.5474856 	1.0982237e-08 	0
1.0483335 	1.5476158 	1.1189178e-08 	0
1.0982541 	1.5477457 	1.1536905e-08 	0
1.1481748 	1.5478691 	1.1681237e-08 	0
1.1980954 	1.5479922 	1.1959605e-08 	0
1.248016 	1.5481085 	1.1967303e-08 	0
1.2979367 	1.5482246 	1.2103754e-08 	0
1.3478573 	1.5483336 	1.1942695e-08 	0
1.397778 	1.5484423 	1.1906406e-08 	0
1.4476986 	1.5485442 	1.1590924e-08 	0
1.4976192 	1.5486458 	1.1396449e-08 	0
1.5475399 	1.5487412 	1.0969968e-08 	0
1.5974605 	1.5488364 	1.0660303e-08 	0
1.6473812 	1.5489259 	1.0155342e-08 	0
1.6973018 	1.5490151 	9.7625393e-09 	0
1.7472224 	1.5490992 	9.2127951e-09 	0
1.7971431 	1.549183 	8.7703003e-09 	0
1.8470637 	1.549262 	8.1916921e-09 	0
1.8969844 	1.5493407 	7.7153574e-09 	0
1.946905 	1.5494149 	7.1280289e-09 	0
1.9968257 	1.5494888 	6.6380109e-09 	0
2.0467463 	1.5495584 	6.0539851e-09 	0
2.0966669 	1.5496278 	5.5623398e-09 	0
2.1465876 	1.5496933 	4.9981258e-09 	0
2.1965082 	1.5497584 	4.5214089e-09 	0
2.2464289 	1.5498199 	3.9853593e-09 	0
2.2963495 	1.5498811 	3.531993e-09 	0
2.3462701 	1.5499388 	3.0330509e-09 	0
2.3961908 	1.5499962 	2.6120798e-09 	0
2.4461114 	1.5500504 	2.1512873e-09 	0
2.4960321 	1.5501043 	1.763881e-09 	0
2.5459527 	1.5501552 	1.3456355e-09 	0
2.5958734 	1.5502059 	9.9634205e-10 	0
2.645794 	1.5502537 	6.1990418e-10 	0
2.6957146 	1.5503012 	3.0814631e-10 	0
2.7456353 	1.5503461 	-2.48605e-11 	0
2.7955559 	1.5503907 	-2.9728438e-10 	0
2.8454766 	1.5504328 	-5.8899395e-10 	0
2.8953972 	1.5504747 	-8.2403939e-10 	0
2.9453178 	1.5505143 	-1.0753445e-09 	0
2.9952385 	1.5505536 	-1.2737185e-09 	0
3.0451591 	1.5505907 	-1.4892659e-09 	0
3.0950798 	1.5506276 	-1.6554313e-09 	0
3.1450004 	1.5506624 	-1.8374985e-09 	0
3.194921 	1.550697 	-1.9735456e-09 	0
3.2448417 	1.5507298 	-2.1274114e-09 	0
3.2947623 	1.5507622 	-2.2384376e-09 	0
3.344683 	1.5507929 	-2.3663846e-09 	0
3.3946036 	1.5508234 	-2.4544906e-09 	0
3.4445243 	1.5508522 	-2.5594256e-09 	0
3.4944449 	1.5508808 	-2.6273454e-09 	0
3.5443655 	1.5509078 	-2.7106777e-09 	0
3.5942862 	1.5509346 	-2.7596489e-09 	0
3.6442068 	1.5509599 	-2.8252859e-09 	0
3.6941275 	1.5509851 	-2.8590548e-09 	0
3.7440481 	1.5510088 	-2.9094056e-09 	0
3.7939687 	1.5510324 	-2.9302223e-09 	0
3.8438894 	1.5510547 	-2.9670684e-09 	0
3.89381 	1.5510768 	-2.9765666e-09 	0
3.9437307 	1.5510977 	-3.0006905e-09 	-1.3684452e-48
3.9936513 	1.5511184 	-2.9995079e-09 	-4.9283666e-39
4.043572 	1.551138 	-3.014314e-09 	-1.3964016e-38
4.0934926 	1.5511574 	-3.0057216e-09 	-4.8464442e-39
4.1434132 	1.5511758 	-3.0124904e-09 	1.4967373e-48
4.1933339 	1.551194 	-2.9976378e-09 	0
4.2432545 	1.5512112 	-2.997146e-09 	0
4.2931752 	1.5512282 	-2.9766908e-09 	0
4.3430958 	1.5512444 	-2.9693414e-09 	0
4.3930164 	1.5512604 	-2.9435695e-09 	0
4.4429371 	1.5512755 	-2.9316366e-09 	0
4.4928577 	1.5512905 	-2.9027166e-09 	0
4.5427784 	1.5513046 	-2.8872252e-09 	0
4.592699 	1.5513186 	-2.8560784e-09 	0
4.6426196 	1.5513319 	-2.8370501e-09 	0
4.6925403 	1.551345 	-2.8036048e-09 	0
4.7424609 	1.5513574 	-2.7806869e-09 	0
4.7923816 	1.5513697 	-2.7444991e-09 	0
4.8423022 	1.5513813 	-2.7198354e-09 	0
4.8922229 	1.5513928 	-2.6829675e-09 	0
4.9421435 	1.5514038 	-2.6572029e-09 	0
4.9920641 	1.5514145 	-2.6202194e-09 	0
5.0419848 	1.5514248 	-2.5928702e-09 	0
5.0919054 	1.5514348 	-2.5552166e-09 	0
5.1418261 	1.5514444 	-2.5259252e-09 	0
5.1917467 	1.5514538 	-2.4871737e-09 	0
5.2416673 	1.5514627 	-2.4571918e-09 	0
5.291588 	1.5514715 	-2.4185325e-09 	0
5.3415086 	1.5514799 	-2.3886753e-09 	0
5.3914293 	1.5514882 	-2.3508623e-09 	0
5.4413499 	1.551496 	-2.320517e-09 	0
5.4912706 	1.5515037 	-2.2828842e-09 	0
5.5411912 	1.5515111 	-2.251439e-09 	0
5.5911118 	1.5515182 	-2.2133216e-09 	0
5.6410325 	1.5515251 	-2.1819619e-09 	0
5.6909531 	1.5515318 	-2.1444995e-09 	0
5.7408738 	1.5515383 	-2.1138867e-09 	0
5.7907944 	1.5515446 	-2.0776946e-09 	0
5.840715 	1.5515506 	-2.0470127e-09 	0
5.8906357 	1.5515564 	-2.0112355e-09 	0
5.9405563 	1.551562 	-1.9798568e-09 	0
5.990477 	1.5515675 	-1.943827e-09 	0
6.0403976 	1.5515728 	-1.912834e-09 	0
6.0903182 	1.5515779 	-1.8776004e-09 	0
6.1402389 	1.5515828 	-1.8476392e-09 	0
6.1901595 	1.5515876 	-1.8138134e-09 	0
6.2400802 	1.5515922 	-1.7839778e-09 	0
6.2900008 	1.5515966 	-1.7506249e-09 	0
6.3399215 	1.551601 	-1.7202596e-09 	0
6.3898421 	1.5516051 	-1.6866948e-09 	0
6.4397627 	1.5516092 	-1.6568426e-09 	0
6.4896834 	1.551613 	-1.6240841e-09 	0
6.539604 	1.5516168 	-1.5953764e-09 	0
6.5895247 	1.5516204 	-1.5640301e-09 	0
6.6394453 	1.5516239 	-1.5354962e-09 	0
6.6893659 	1.5516273 	-1.5045706e-09 	0
6.7392866 	1.5516305 	-1.4755785e-09 	0
6.7892072 	1.5516337 	-1.4444195e-09 	0
6.8391279 	1.5516367 	-1.4159853e-09 	0
6.8890485 	1.5516397 	-1.3855914e-09 	0
6.9389692 	1.5516425 	-1.3583572e-09 	0
6.9888898 	1.5516453 	-1.3293519e-09 	0
7.0388104 	1.5516479 	-1.3023457e-09 	0
7.0887311 	1.5516505 	-1.2737419e-09 	0
7.1386517 	1.5516529 	-1.2463427e-09 	0
7.1885724 	1.5516553 	-1.2175033e-09 	0
7.238493 	1.5516576 	-1.1907385e-09 	0
7.2884136 	1.5516599 	-1.1626785e-09 	0
7.3383343 	1.551662 	-1.1372014e-09 	0
7.3882549 	1.5516641 	-1.1105602e-09 	0
7.4381756 	1.5516661 	-1.0854729e-09 	0
7.4880962 	1.551668 	-1.0593421e-09 	0
7.5380168 	1.5516699 	-1.0340474e-09 	0
7.5879375 	1.5516717 	-1.007818e-09 	0
7.6378581 	1.5516734 	-9.8339255e-10 	0
7.6877788 	1.5516751 	-9.5813238e-10 	0
7.7376994 	1.5516767 	-9.3530347e-10 	0
7.7876201 	1.5516782 	-9.1173001e-10 	0
7.8375407 	1.5516798 	-8.8973661e-10 	0
7.8874613 	1.5516812 	-8.6708106e-10 	0
7.937382 	1.5516826 	-8.4536252e-10 	0
7.9873026 	1.551684 	-8.230562e-10 	0
8.0372233 	1.5516853 	-8.028888e-10 	0
8.0871439 	1.5516865 	-7.8220122e-10 	0
8.1370645 	1.5516877 	-7.6437384e-10 	0
8.1869852 	1.5516889 	-7.4608749e-10 	0
8.2369058 	1.55169 	-7.3015141e-10 	0
8.2868265 	1.5516911 	-7.1381134e-10 	0
8.3367471 	1.5516922 	-6.9925487e-10 	0
8.3866678 	1.5516932 	-6.8434477e-10 	0
8.4365884 	1.5516941 	-6.7288188e-10 	0
8.486509 	1.5516951 	-6.6110955e-10 	0
8.5364297 	1.551696 	-6.5350535e-10 	0
8.5863503 	1.5516968 	-6.456333e-10 	0
8.636271 	1.5516977 	-6.4202719e-10 	0
8.6861916 	1.5516985 	-6.3818804e-10 	0
8.7361122 	1.5516993 	-6.3815171e-10 	0
8.7860329 	1.5517 	-6.3791704e-10 	0
8.8359535 	1.5517007 	-6.4391816e-10 	0
8.8858742 	1.5517014 	-6.4974742e-10 	0
8.9357948 	1.5517021 	-6.6391142e-10 	0
8.9857154 	1.5517027 	-6.7793316e-10 	0
9.0356361 	1.5517034 	-7.0423518e-10 	0
9.0855567 	1.551704 	-7.3041379e-10 	0
