# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 1.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          	Cm	Cd	Cl	Cl(f)	Cl(r)
5.00000000e-02	-3.62579532e-09	6.66475336e+01	-3.18484885e-06	-1.59605022e-06	-1.58879863e-06
1.00000000e-01	-2.44594787e-09	-2.72383265e+01	8.01435239e-06	4.00473025e-06	4.00962214e-06
1.50000000e-01	-6.52956134e-09	2.54864294e+00	-4.70469162e-06	-2.35887537e-06	-2.34581625e-06
2.00000000e-01	-4.31808284e-09	1.86819756e+00	1.66619490e-06	8.28779366e-07	8.37415532e-07
2.50000000e-01	-3.88411880e-09	1.80876011e+00	-7.37325750e-07	-3.72546994e-07	-3.64778756e-07
3.00000000e-01	-2.98999915e-09	1.70062580e+00	8.04977749e-08	3.72588883e-08	4.32388866e-08
3.50000000e-01	-2.28125824e-09	1.58190332e+00	1.01400873e-07	4.84191780e-08	5.29816945e-08
4.00000000e-01	-1.89945670e-09	1.48472165e+00	-9.58518055e-08	-4.98253595e-08	-4.60264461e-08
4.50000000e-01	-1.62209915e-09	1.40877346e+00	-2.71167024e-08	-1.51804503e-08	-1.19362520e-08
5.00000000e-01	-1.46411222e-09	1.35068790e+00	4.03614873e-08	1.87166314e-08	2.16448559e-08
5.50000000e-01	-1.24546190e-09	1.30683233e+00	-7.25410963e-08	-3.75160100e-08	-3.50250862e-08
6.00000000e-01	-1.06288558e-09	1.27294381e+00	-4.85342145e-08	-2.53299928e-08	-2.32042217e-08
6.50000000e-01	-1.02063857e-09	1.24707738e+00	2.18669666e-08	9.91284471e-09	1.19541219e-08
7.00000000e-01	-1.12616110e-09	1.22725271e+00	-1.98172781e-07	-1.00212551e-07	-9.79602292e-08
7.50000000e-01	-1.30411995e-09	1.21156862e+00	-1.68241979e-07	-8.54251092e-08	-8.28168693e-08
8.00000000e-01	-1.35732129e-09	1.20051228e+00	-9.74309743e-08	-5.00728085e-08	-4.73581659e-08
8.50000000e-01	-1.38075495e-09	1.19284092e+00	-7.99612219e-08	-4.13613659e-08	-3.85998560e-08
9.00000000e-01	-1.43310096e-09	1.18860991e+00	-1.47657915e-07	-7.52620585e-08	-7.23958566e-08
9.50000000e-01	-1.48984196e-09	1.18547055e+00	-1.36868548e-07	-6.99241159e-08	-6.69444320e-08
1.00000000e+00	-1.54913638e-09	1.18473337e+00	-1.54696626e-07	-7.88974494e-08	-7.57991766e-08
1.05000000e+00	-1.60441837e-09	1.18623244e+00	-1.59799940e-07	-8.15043885e-08	-7.82955517e-08
1.10000000e+00	-1.65001668e-09	1.18905014e+00	-1.71117838e-07	-8.72089355e-08	-8.39089022e-08
